BP	SNP	CHR	P	chr
22600000	22650000	1	0.078452	1
22650000	22700000	1	0.277471	1
22700000	22750000	1	0.159628	1
22750000	22800000	1	0.078166	1
22800000	22850000	1	0.070797	1
22850000	22900000	1	0.034112	1
22900000	22950000	1	0.076569	1
22950000	23000000	1	0.077944	1
23000000	23050000	1	0.166067	1
23050000	23100000	1	0.139226	1
23100000	23150000	1	0.100439	1
23150000	23200000	1	0.115470	1
23200000	23250000	1	0.060008	1
23250000	23300000	1	0.042896	1
23300000	23350000	1	0.070694	1
23350000	23400000	1	0.118496	1
23400000	23450000	1	0.057843	1
23450000	23500000	1	0.057734	1
23500000	23550000	1	0.019320	1
23550000	23600000	1	0.068672	1
23600000	23650000	1	0.096538	1
23650000	23700000	1	0.109285	1
23700000	23750000	1	0.051044	1
23750000	23800000	1	0.048547	1
23800000	23850000	1	0.014574	1
23850000	23900000	1	0.057589	1
23900000	23950000	1	0.040537	1
23950000	24000000	1	0.082369	1
24000000	24050000	1	0.053694	1
24050000	24100000	1	0.055253	1
24100000	24150000	1	0.092427	1
24150000	24200000	1	0.071877	1
24200000	24250000	1	0.078010	1
24250000	24300000	1	0.097811	1
24300000	24350000	1	0.040405	1
24350000	24400000	1	0.039286	1
24400000	24450000	1	0.100263	1
24450000	24500000	1	0.001536	1
24500000	24550000	1	-0.013624	1
24550000	24600000	1	-0.042398	1
24600000	24650000	1	-0.004948	1
24650000	24700000	1	-0.003351	1
24700000	24750000	1	-0.011736	1
24750000	24800000	1	-0.026257	1
24800000	24850000	1	-0.016974	1
24850000	24900000	1	0.082025	1
24900000	24950000	1	-0.008268	1
24950000	25000000	1	0.025388	1
25000000	25050000	1	0.038254	1
25050000	25100000	1	0.031469	1
25100000	25150000	1	-0.016301	1
25150000	25200000	1	0.004285	1
25200000	25250000	1	-0.031827	1
25250000	25300000	1	-0.028188	1
25300000	25350000	1	-0.034594	1
25350000	25400000	1	-0.028015	1
25400000	25450000	1	-0.022821	1
25450000	25500000	1	-0.041940	1
25500000	25550000	1	-0.031808	1
25550000	25600000	1	-0.026497	1
25600000	25650000	1	-0.036456	1
25650000	25700000	1	0.082772	1
25700000	25750000	1	-0.041259	1
25750000	25800000	1	-0.041804	1
25800000	25850000	1	-0.038207	1
25850000	25900000	1	-0.030421	1
25900000	25950000	1	-0.026249	1
25950000	26000000	1	-0.021591	1
26000000	26050000	1	-0.040648	1
26050000	26100000	1	-0.033150	1
26100000	26150000	1	-0.034915	1
26150000	26200000	1	-0.035422	1
26200000	26250000	1	-0.031885	1
26250000	26300000	1	-0.032957	1
26300000	26350000	1	-0.042186	1
26350000	26400000	1	-0.004090	1
26400000	26450000	1	-0.013678	1
26450000	26500000	1	-0.053920	1
26500000	26550000	1	-0.034900	1
26550000	26600000	1	-0.022872	1
26600000	26650000	1	-0.035751	1
26650000	26700000	1	-0.031021	1
26700000	26750000	1	-0.013294	1
26750000	26800000	1	0.003566	1
26800000	26850000	1	0.001118	1
26850000	26900000	1	0.000353	1
26900000	26950000	1	0.027235	1
26950000	27000000	1	0.011235	1
27000000	27050000	1	-0.006746	1
27050000	27100000	1	-0.003078	1
27100000	27150000	1	0.023041	1
27150000	27200000	1	-0.004722	1
27200000	27250000	1	-0.024483	1
27250000	27300000	1	-0.020647	1
27300000	27350000	1	-0.020254	1
27350000	27400000	1	-0.033384	1
27400000	27450000	1	-0.025706	1
27450000	27500000	1	-0.007950	1
27500000	27550000	1	-0.025721	1
27550000	27600000	1	-0.008478	1
27600000	27650000	1	-0.031879	1
27650000	27700000	1	-0.020370	1
27700000	27750000	1	-0.072616	1
27750000	27800000	1	-0.072756	1
27800000	27850000	1	-0.037392	1
27850000	27900000	1	-0.054936	1
27900000	27950000	1	-0.069459	1
27950000	28000000	1	-0.064288	1
28000000	28050000	1	-0.070475	1
28050000	28100000	1	-0.063737	1
28100000	28150000	1	-0.067322	1
28150000	28200000	1	-0.019813	1
28200000	28250000	1	-0.009474	1
28250000	28300000	1	-0.029219	1
28300000	28350000	1	-0.007916	1
28350000	28400000	1	-0.030257	1
28400000	28450000	1	-0.016710	1
28450000	28500000	1	-0.017426	1
28500000	28550000	1	-0.011350	1
28550000	28600000	1	-0.013295	1
28600000	28650000	1	-0.011715	1
28650000	28700000	1	-0.016354	1
28700000	28750000	1	-0.019413	1
28750000	28800000	1	-0.003820	1
28800000	28850000	1	-0.027594	1
28850000	28900000	1	-0.031999	1
28900000	28950000	1	-0.042305	1
28950000	29000000	1	-0.009118	1
29000000	29050000	1	-0.048564	1
29050000	29100000	1	-0.008489	1
29100000	29150000	1	-0.023568	1
29150000	29200000	1	-0.058393	1
29200000	29250000	1	0.013244	1
29250000	29300000	1	0.180263	1
29300000	29350000	1	0.157059	1
29350000	29400000	1	0.083056	1
29400000	29450000	1	0.112473	1
29450000	29500000	1	0.096985	1
29500000	29550000	1	0.079230	1
29550000	29600000	1	0.125501	1
29600000	29650000	1	0.162553	1
29650000	29700000	1	0.111653	1
29700000	29750000	1	0.091908	1
29750000	29800000	1	0.108904	1
29800000	29850000	1	0.147064	1
29850000	29900000	1	0.148516	1
29900000	29950000	1	0.184891	1
29950000	30000000	1	0.158706	1
30000000	30050000	1	0.164985	1
30050000	30100000	1	0.349528	1
30100000	30150000	1	0.296738	1
30150000	30200000	1	0.346905	1
30200000	30250000	1	0.294376	1
30250000	30300000	1	0.286211	1
30300000	30350000	1	0.254357	1
30350000	30400000	1	0.204203	1
30400000	30450000	1	0.224088	1
30450000	30500000	1	0.262386	1
30500000	30550000	1	0.232310	1
30550000	30600000	1	0.257854	1
30600000	30650000	1	0.207109	1
30650000	30700000	1	0.236048	1
30700000	30750000	1	0.230359	1
30750000	30800000	1	0.271463	1
30800000	30850000	1	0.328543	1
30850000	30900000	1	0.248845	1
30900000	30950000	1	0.287012	1
30950000	31000000	1	0.201897	1
31000000	31050000	1	0.133952	1
31050000	31100000	1	0.175293	1
31100000	31150000	1	0.176829	1
31150000	31200000	1	0.166739	1
31200000	31250000	1	0.095347	1
31250000	31300000	1	0.188253	1
31300000	31350000	1	0.272276	1
31350000	31400000	1	0.277089	1
31400000	31450000	1	0.213588	1
31450000	31500000	1	0.260393	1
31500000	31550000	1	0.190108	1
31550000	31600000	1	0.167841	1
31600000	31650000	1	0.142848	1
31650000	31700000	1	0.106425	1
31700000	31750000	1	0.190722	1
31750000	31800000	1	0.305436	1
31800000	31850000	1	0.250405	1
31850000	31900000	1	0.328622	1
31900000	31950000	1	0.239474	1
31950000	32000000	1	0.232597	1
32000000	32050000	1	0.316191	1
32050000	32100000	1	0.292794	1
32100000	32150000	1	0.377686	1
32150000	32200000	1	0.384497	1
32200000	32250000	1	0.232272	1
32250000	32300000	1	0.257024	1
32300000	32350000	1	0.303072	1
32350000	32400000	1	0.419402	1
32400000	32450000	1	0.403155	1
32450000	32500000	1	0.382625	1
32500000	32550000	1	0.271171	1
32550000	32600000	1	0.227714	1
32600000	32650000	1	-0.025794	1
32650000	32700000	1	-0.030261	1
32700000	32750000	1	-0.016196	1
32750000	32800000	1	0.084623	1
32800000	32850000	1	0.410219	1
32850000	32900000	1	0.247899	1
32900000	32950000	1	0.288750	1
32950000	33000000	1	0.038622	1
33000000	33050000	1	0.230250	1
33050000	33100000	1	0.210012	1
33100000	33150000	1	0.083329	1
33150000	33200000	1	0.101907	1
33200000	33250000	1	0.272632	1
33250000	33300000	1	0.326216	1
33300000	33350000	1	0.253888	1
33350000	33400000	1	0.308812	1
33400000	33450000	1	0.195668	1
33450000	33500000	1	0.199864	1
33500000	33550000	1	0.203238	1
33550000	33600000	1	0.243091	1
33600000	33650000	1	0.235438	1
33650000	33700000	1	0.281354	1
33700000	33750000	1	0.274270	1
33750000	33800000	1	0.279020	1
33800000	33850000	1	0.246686	1
33850000	33900000	1	0.232833	1
33900000	33950000	1	0.257327	1
33950000	34000000	1	0.210859	1
34000000	34050000	1	0.249784	1
34050000	34100000	1	0.095617	1
34100000	34150000	1	0.153315	1
34150000	34200000	1	0.281755	1
34200000	34250000	1	0.238544	1
34250000	34300000	1	0.190328	1
34300000	34350000	1	0.165813	1
34350000	34400000	1	0.180670	1
34400000	34450000	1	0.189223	1
34450000	34500000	1	0.179182	1
34500000	34550000	1	0.193185	1
34550000	34600000	1	0.168780	1
34600000	34650000	1	0.201565	1
34650000	34700000	1	0.158673	1
34700000	34750000	1	0.153815	1
34750000	34800000	1	0.030292	1
34800000	34850000	1	-0.003981	1
34850000	34900000	1	0.036682	1
34900000	34950000	1	0.032405	1
34950000	35000000	1	0.057152	1
35000000	35050000	1	0.039156	1
35050000	35100000	1	0.023128	1
35100000	35150000	1	0.107043	1
35150000	35200000	1	0.131548	1
35200000	35250000	1	0.052841	1
35250000	35300000	1	0.001220	1
35300000	35350000	1	0.020162	1
35350000	35400000	1	0.099701	1
35400000	35450000	1	0.083665	1
35450000	35500000	1	0.007239	1
35500000	35550000	1	0.042685	1
35550000	35600000	1	0.030831	1
35600000	35650000	1	0.072539	1
35650000	35700000	1	0.049864	1
35700000	35750000	1	0.057974	1
35750000	35800000	1	0.039811	1
35800000	35850000	1	0.043435	1
35850000	35900000	1	0.055725	1
35900000	35950000	1	0.012421	1
35950000	36000000	1	0.071064	1
36000000	36050000	1	0.036751	1
36050000	36100000	1	0.075872	1
36100000	36150000	1	-0.003568	1
36150000	36200000	1	-0.002750	1
36200000	36250000	1	0.060972	1
36250000	36300000	1	0.061359	1
36300000	36350000	1	0.054512	1
36350000	36400000	1	0.027064	1
36400000	36450000	1	0.058606	1
36450000	36500000	1	0.106907	1
36500000	36550000	1	0.040748	1
36550000	36600000	1	0.045318	1
36600000	36650000	1	0.054281	1
36650000	36700000	1	0.063538	1
36700000	36750000	1	0.091843	1
36750000	36800000	1	0.090530	1
36800000	36850000	1	0.052969	1
36850000	36900000	1	0.183555	1
36900000	36950000	1	0.050513	1
36950000	37000000	1	0.132660	1
37000000	37050000	1	0.137118	1
37050000	37100000	1	0.313910	1
37100000	37150000	1	0.167913	1
37150000	37200000	1	0.010087	1
37200000	37250000	1	0.039633	1
37250000	37300000	1	0.094264	1
37300000	37350000	1	0.099896	1
37350000	37400000	1	0.256386	1
37400000	37450000	1	0.270573	1
37450000	37500000	1	0.093938	1
37500000	37550000	1	0.060554	1
37550000	37600000	1	0.118940	1
37600000	37650000	1	0.008895	1
37650000	37700000	1	0.060007	1
37700000	37750000	1	0.035349	1
37750000	37800000	1	0.054206	1
37800000	37850000	1	0.076179	1
37850000	37900000	1	0.098632	1
37900000	37950000	1	0.168214	1
37950000	38000000	1	0.061111	1
38000000	38050000	1	0.151161	1
38050000	38100000	1	0.092295	1
38100000	38150000	1	0.142106	1
38150000	38200000	1	0.133128	1
38200000	38250000	1	0.113979	1
38250000	38300000	1	0.046420	1
38300000	38350000	1	0.089035	1
38350000	38400000	1	0.108710	1
38400000	38450000	1	0.114758	1
38450000	38500000	1	0.233468	1
38500000	38550000	1	0.229552	1
38550000	38600000	1	0.123879	1
38600000	38650000	1	0.167671	1
38650000	38700000	1	0.142657	1
38700000	38750000	1	0.139264	1
38750000	38800000	1	0.128937	1
38800000	38850000	1	0.392405	1
38850000	38900000	1	0.374823	1
38900000	38950000	1	0.374739	1
38950000	39000000	1	0.310190	1
39000000	39050000	1	0.334081	1
39050000	39100000	1	0.285097	1
39100000	39150000	1	0.289300	1
39150000	39200000	1	0.329857	1
39200000	39250000	1	0.363691	1
39250000	39300000	1	0.333755	1
39300000	39350000	1	0.335435	1
39350000	39400000	1	0.295850	1
39400000	39450000	1	0.259459	1
39450000	39500000	1	0.348557	1
39500000	39550000	1	0.373885	1
39550000	39600000	1	0.350359	1
39600000	39650000	1	0.290125	1
39650000	39700000	1	0.276477	1
39700000	39750000	1	0.425812	1
39750000	39800000	1	0.423362	1
39800000	39850000	1	0.417803	1
39850000	39900000	1	0.242433	1
39900000	39950000	1	0.220377	1
39950000	40000000	1	0.198436	1
40000000	40050000	1	0.349229	1
40050000	40100000	1	0.304561	1
40100000	40150000	1	0.233433	1
40150000	40200000	1	0.278301	1
40200000	40250000	1	0.239511	1
40250000	40300000	1	0.321802	1
40300000	40350000	1	0.284903	1
40350000	40400000	1	0.302967	1
40400000	40450000	1	0.120163	1
40450000	40500000	1	0.121407	1
40500000	40550000	1	0.277698	1
