BP	SNP	CHR	P	chr
11000000	11050000	1	0.145495	1
11050000	11100000	1	0.138276	1
11100000	11150000	1	0.121202	1
11150000	11200000	1	0.116841	1
11200000	11250000	1	0.198640	1
11250000	11300000	1	0.231504	1
11300000	11350000	1	0.214947	1
11350000	11400000	1	0.288529	1
11400000	11450000	1	0.091092	1
11450000	11500000	1	0.300279	1
11500000	11550000	1	0.373894	1
11550000	11600000	1	0.259082	1
11600000	11650000	1	0.274196	1
11650000	11700000	1	0.274040	1
11700000	11750000	1	0.145394	1
11750000	11800000	1	0.223677	1
11800000	11850000	1	0.178776	1
11850000	11900000	1	0.131483	1
11900000	11950000	1	0.183214	1
11950000	12000000	1	0.301609	1
12000000	12050000	1	0.155249	1
12050000	12100000	1	0.269567	1
12100000	12150000	1	0.262778	1
12150000	12200000	1	0.176364	1
12200000	12250000	1	0.209824	1
12250000	12300000	1	0.276589	1
12300000	12350000	1	0.177130	1
12350000	12400000	1	0.187094	1
12400000	12450000	1	0.196321	1
12450000	12500000	1	0.287544	1
12500000	12550000	1	0.196936	1
12550000	12600000	1	0.229980	1
12600000	12650000	1	0.257959	1
12650000	12700000	1	0.200020	1
12700000	12750000	1	0.311120	1
12750000	12800000	1	0.367623	1
12800000	12850000	1	0.181255	1
12850000	12900000	1	0.154902	1
12900000	12950000	1	0.223188	1
12950000	13000000	1	0.204283	1
13000000	13050000	1	0.215644	1
13050000	13100000	1	0.344757	1
13100000	13150000	1	0.243047	1
13150000	13200000	1	0.329243	1
13200000	13250000	1	0.267774	1
13250000	13300000	1	0.227263	1
13300000	13350000	1	0.311064	1
13350000	13400000	1	0.151083	1
13400000	13450000	1	0.205943	1
13450000	13500000	1	0.286180	1
13500000	13550000	1	0.235488	1
13550000	13600000	1	0.219191	1
13600000	13650000	1	0.160206	1
13650000	13700000	1	0.264475	1
13700000	13750000	1	0.254887	1
13750000	13800000	1	0.252482	1
13800000	13850000	1	0.273119	1
13850000	13900000	1	0.315430	1
13900000	13950000	1	0.347464	1
13950000	14000000	1	0.333138	1
14000000	14050000	1	0.248647	1
14050000	14100000	1	0.148095	1
14100000	14150000	1	0.461913	1
14150000	14200000	1	0.362612	1
14200000	14250000	1	0.348914	1
14250000	14300000	1	0.341589	1
14300000	14350000	1	0.420880	1
14350000	14400000	1	0.478986	1
14400000	14450000	1	0.295874	1
14450000	14500000	1	0.415090	1
14500000	14550000	1	0.458100	1
14550000	14600000	1	0.346931	1
14600000	14650000	1	0.281880	1
14650000	14700000	1	0.244925	1
14700000	14750000	1	0.204753	1
14750000	14800000	1	0.179059	1
14800000	14850000	1	0.165780	1
14850000	14900000	1	0.402500	1
14900000	14950000	1	0.330320	1
14950000	15000000	1	0.318916	1
15000000	15050000	1	0.284367	1
15050000	15100000	1	0.286545	1
15100000	15150000	1	0.481916	1
15150000	15200000	1	0.265192	1
15200000	15250000	1	0.172835	1
15250000	15300000	1	0.215626	1
15300000	15350000	1	0.217506	1
15350000	15400000	1	0.275645	1
15400000	15450000	1	0.210660	1
15450000	15500000	1	0.350392	1
15500000	15550000	1	0.167960	1
15550000	15600000	1	0.152622	1
15600000	15650000	1	0.156717	1
15650000	15700000	1	0.213347	1
15700000	15750000	1	0.366449	1
15750000	15800000	1	0.590429	1
15800000	15850000	1	0.303422	1
15850000	15900000	1	0.297095	1
15900000	15950000	1	0.199827	1
15950000	16000000	1	0.320503	1
16000000	16050000	1	0.205934	1
16050000	16100000	1	0.335208	1
16100000	16150000	1	0.338969	1
16150000	16200000	1	0.218701	1
16200000	16250000	1	0.366344	1
16250000	16300000	1	0.213592	1
16300000	16350000	1	0.332487	1
16350000	16400000	1	0.215524	1
16400000	16450000	1	0.158235	1
16450000	16500000	1	0.192317	1
16500000	16550000	1	0.260519	1
16550000	16600000	1	0.208528	1
16600000	16650000	1	0.233410	1
16650000	16700000	1	0.083141	1
16700000	16750000	1	0.130152	1
16750000	16800000	1	0.076016	1
16800000	16850000	1	0.115825	1
16850000	16900000	1	0.166736	1
16900000	16950000	1	0.258871	1
16950000	17000000	1	0.187879	1
17000000	17050000	1	0.360320	1
17050000	17100000	1	0.274623	1
17100000	17150000	1	0.238616	1
17150000	17200000	1	0.238457	1
17200000	17250000	1	0.409106	1
17250000	17300000	1	0.141492	1
17300000	17350000	1	0.306457	1
17350000	17400000	1	0.314110	1
17400000	17450000	1	0.315310	1
17450000	17500000	1	0.263824	1
17500000	17550000	1	0.442949	1
17550000	17600000	1	0.289117	1
17600000	17650000	1	0.282121	1
17650000	17700000	1	0.264183	1
17700000	17750000	1	0.271160	1
17750000	17800000	1	0.323393	1
17800000	17850000	1	0.234076	1
17850000	17900000	1	0.358228	1
17900000	17950000	1	0.131263	1
17950000	18000000	1	0.078838	1
18000000	18050000	1	0.100180	1
18050000	18100000	1	0.158321	1
18100000	18150000	1	0.203286	1
18150000	18200000	1	0.182648	1
18200000	18250000	1	0.210601	1
18250000	18300000	1	0.130684	1
18300000	18350000	1	0.456302	1
18350000	18400000	1	0.503598	1
18400000	18450000	1	0.506699	1
18450000	18500000	1	0.286188	1
18500000	18550000	1	0.176808	1
18550000	18600000	1	0.213459	1
18600000	18650000	1	0.241941	1
18650000	18700000	1	0.174446	1
18700000	18750000	1	0.324213	1
18750000	18800000	1	0.265060	1
18800000	18850000	1	0.361971	1
18850000	18900000	1	0.375885	1
18900000	18950000	1	0.457957	1
18950000	19000000	1	0.332460	1
19000000	19050000	1	0.184912	1
19050000	19100000	1	0.132879	1
19100000	19150000	1	0.239591	1
19150000	19200000	1	0.198815	1
19200000	19250000	1	0.188163	1
19250000	19300000	1	0.285910	1
19300000	19350000	1	0.170431	1
19350000	19400000	1	0.281076	1
19400000	19450000	1	0.200580	1
19450000	19500000	1	0.218796	1
19500000	19550000	1	0.217111	1
19550000	19600000	1	0.105053	1
19600000	19650000	1	0.184863	1
19650000	19700000	1	0.378758	1
19700000	19750000	1	0.303272	1
19750000	19800000	1	0.242847	1
19800000	19850000	1	0.289389	1
19850000	19900000	1	0.219234	1
19900000	19950000	1	0.265211	1
19950000	20000000	1	0.309647	1
20000000	20050000	1	0.402343	1
20050000	20100000	1	0.418273	1
20100000	20150000	1	0.392714	1
20150000	20200000	1	0.141418	1
20200000	20250000	1	0.138699	1
20250000	20300000	1	0.258415	1
20300000	20350000	1	0.211415	1
20350000	20400000	1	0.174675	1
20400000	20450000	1	0.225773	1
20450000	20500000	1	0.305927	1
20500000	20550000	1	0.207545	1
20550000	20600000	1	0.110811	1
20600000	20650000	1	0.192166	1
20650000	20700000	1	0.239151	1
20700000	20750000	1	0.172011	1
20750000	20800000	1	0.186294	1
20800000	20850000	1	0.245743	1
20850000	20900000	1	0.200898	1
20900000	20950000	1	0.155129	1
20950000	21000000	1	0.177947	1
21000000	21050000	1	0.217758	1
21050000	21100000	1	0.185600	1
21100000	21150000	1	0.168606	1
21150000	21200000	1	0.137696	1
21200000	21250000	1	0.193737	1
21250000	21300000	1	0.139945	1
21300000	21350000	1	0.100542	1
21350000	21400000	1	0.265776	1
21400000	21450000	1	0.276615	1
21450000	21500000	1	0.324122	1
21500000	21550000	1	0.172839	1
21550000	21600000	1	0.083944	1
21600000	21650000	1	0.146313	1
21650000	21700000	1	0.203874	1
21700000	21750000	1	0.169095	1
21750000	21800000	1	0.102522	1
21800000	21850000	1	0.172323	1
21850000	21900000	1	0.276413	1
21900000	21950000	1	0.261991	1
21950000	22000000	1	0.154785	1
22000000	22050000	1	0.149169	1
22050000	22100000	1	0.177955	1
22100000	22150000	1	0.102736	1
22150000	22200000	1	0.133841	1
22200000	22250000	1	0.255910	1
22250000	22300000	1	0.268277	1
22300000	22350000	1	0.254671	1
22350000	22400000	1	0.130263	1
22400000	22450000	1	0.210925	1
22450000	22500000	1	0.206557	1
22500000	22550000	1	0.270725	1
22550000	22600000	1	0.270941	1
22600000	22650000	1	0.172918	1
22650000	22700000	1	0.360820	1
22700000	22750000	1	0.291035	1
22750000	22800000	1	0.312266	1
22800000	22850000	1	0.151042	1
22850000	22900000	1	0.181081	1
22900000	22950000	1	0.079860	1
22950000	23000000	1	0.297245	1
23000000	23050000	1	0.267813	1
23050000	23100000	1	0.218357	1
23100000	23150000	1	0.256367	1
23150000	23200000	1	0.304388	1
23200000	23250000	1	0.267230	1
23250000	23300000	1	0.201993	1
23300000	23350000	1	0.178681	1
23350000	23400000	1	0.177110	1
23400000	23450000	1	0.110889	1
23450000	23500000	1	0.204409	1
23500000	23550000	1	0.197752	1
23550000	23600000	1	0.179548	1
23600000	23650000	1	0.244538	1
23650000	23700000	1	0.186104	1
23700000	23750000	1	0.192611	1
23750000	23800000	1	0.160057	1
23800000	23850000	1	0.245865	1
23850000	23900000	1	0.193160	1
23900000	23950000	1	0.156871	1
23950000	24000000	1	0.121623	1
24000000	24050000	1	0.182560	1
24050000	24100000	1	0.134903	1
24100000	24150000	1	0.169995	1
24150000	24200000	1	0.231744	1
24200000	24250000	1	0.154100	1
24250000	24300000	1	0.113274	1
24300000	24350000	1	0.007518	1
24350000	24400000	1	0.167358	1
24400000	24450000	1	0.112503	1
24450000	24500000	1	0.206385	1
24500000	24550000	1	0.232413	1
24550000	24600000	1	0.209715	1
24600000	24650000	1	0.050075	1
24650000	24700000	1	0.328109	1
24700000	24750000	1	0.300010	1
24750000	24800000	1	0.137911	1
24800000	24850000	1	0.144110	1
24850000	24900000	1	0.340151	1
24900000	24950000	1	0.482590	1
24950000	25000000	1	0.354690	1
25000000	25050000	1	0.272842	1
25050000	25100000	1	0.325667	1
25100000	25150000	1	0.328210	1
25150000	25200000	1	0.191362	1
25200000	25250000	1	0.296437	1
25250000	25300000	1	0.464827	1
25300000	25350000	1	0.491332	1
25350000	25400000	1	0.460800	1
25400000	25450000	1	0.400925	1
25450000	25500000	1	0.363467	1
25500000	25550000	1	0.268890	1
25550000	25600000	1	0.148828	1
25600000	25650000	1	0.118050	1
25650000	25700000	1	0.636678	1
25700000	25750000	1	0.680601	1
25750000	25800000	1	0.541056	1
25800000	25850000	1	0.584836	1
25850000	25900000	1	0.380890	1
25900000	25950000	1	0.407930	1
25950000	26000000	1	0.450580	1
26000000	26050000	1	0.348719	1
26050000	26100000	1	0.398227	1
26100000	26150000	1	0.609216	1
26150000	26200000	1	0.504084	1
26200000	26250000	1	0.478361	1
26250000	26300000	1	0.332170	1
26300000	26350000	1	0.388627	1
26350000	26400000	1	0.280289	1
26400000	26450000	1	0.263195	1
26450000	26500000	1	0.442210	1
26500000	26550000	1	0.440816	1
26550000	26600000	1	0.275837	1
26600000	26650000	1	0.572280	1
26650000	26700000	1	0.492628	1
26700000	26750000	1	0.401671	1
26750000	26800000	1	0.308187	1
26800000	26850000	1	0.300096	1
26850000	26900000	1	0.235669	1
26900000	26950000	1	0.212381	1
26950000	27000000	1	0.311485	1
27000000	27050000	1	0.315028	1
27050000	27100000	1	0.302302	1
27100000	27150000	1	0.250972	1
27150000	27200000	1	0.233664	1
27200000	27250000	1	0.354767	1
27250000	27300000	1	0.224146	1
27300000	27350000	1	0.170178	1
27350000	27400000	1	0.214099	1
27400000	27450000	1	0.442411	1
27450000	27500000	1	0.562735	1
27500000	27550000	1	0.401094	1
27550000	27600000	1	0.247459	1
27600000	27650000	1	0.394219	1
27650000	27700000	1	0.229731	1
27700000	27750000	1	0.348260	1
27750000	27800000	1	0.219320	1
27800000	27850000	1	0.183551	1
27850000	27900000	1	0.180218	1
27900000	27950000	1	0.151771	1
27950000	28000000	1	0.471549	1
28000000	28050000	1	0.380672	1
28050000	28100000	1	0.238561	1
28100000	28150000	1	0.328669	1
28150000	28200000	1	0.405695	1
28200000	28250000	1	0.330070	1
28250000	28300000	1	0.459499	1
28300000	28350000	1	0.417718	1
28350000	28400000	1	0.437507	1
28400000	28450000	1	0.409135	1
28450000	28500000	1	0.313128	1
28500000	28550000	1	0.304603	1
28550000	28600000	1	0.352023	1
28600000	28650000	1	0.334918	1
28650000	28700000	1	0.396186	1
28700000	28750000	1	0.233981	1
28750000	28800000	1	0.360817	1
28800000	28850000	1	0.303646	1
28850000	28900000	1	0.311377	1
28900000	28950000	1	0.236932	1
28950000	29000000	1	0.247689	1
29000000	29050000	1	0.380214	1
29050000	29100000	1	0.263194	1
29100000	29150000	1	0.328400	1
29150000	29200000	1	0.306766	1
29200000	29250000	1	0.284481	1
29250000	29300000	1	0.375878	1
29300000	29350000	1	0.467942	1
29350000	29400000	1	0.505141	1
29400000	29450000	1	0.559940	1
29450000	29500000	1	0.420005	1
29500000	29550000	1	0.496590	1
29550000	29600000	1	0.393247	1
29600000	29650000	1	0.310097	1
29650000	29700000	1	0.460606	1
29700000	29750000	1	0.314892	1
29750000	29800000	1	0.379681	1
29800000	29850000	1	0.257859	1
29850000	29900000	1	0.197168	1
29900000	29950000	1	0.183584	1
29950000	30000000	1	0.104483	1
30000000	30050000	1	0.249390	1
30050000	30100000	1	0.427388	1
30100000	30150000	1	0.234629	1
30150000	30200000	1	0.232510	1
30200000	30250000	1	0.222638	1
30250000	30300000	1	0.294412	1
30300000	30350000	1	0.103471	1
30350000	30400000	1	0.041517	1
30400000	30450000	1	0.083776	1
30450000	30500000	1	0.295223	1
30500000	30550000	1	0.158317	1
30550000	30600000	1	0.156036	1
30600000	30650000	1	0.226613	1
30650000	30700000	1	0.218088	1
30700000	30750000	1	0.192105	1
30750000	30800000	1	0.268974	1
30800000	30850000	1	0.192713	1
30850000	30900000	1	0.108979	1
30900000	30950000	1	0.185033	1
30950000	31000000	1	0.096860	1
31000000	31050000	1	0.182396	1
31050000	31100000	1	0.165124	1
31100000	31150000	1	0.240213	1
31150000	31200000	1	0.269448	1
31200000	31250000	1	0.087735	1
31250000	31300000	1	0.138266	1
31300000	31350000	1	0.113571	1
31350000	31400000	1	0.117107	1
31400000	31450000	1	0.157623	1
31450000	31500000	1	0.063551	1
31500000	31550000	1	0.330506	1
31550000	31600000	1	0.243570	1
31600000	31650000	1	0.179993	1
31650000	31700000	1	0.248149	1
31700000	31750000	1	0.299039	1
31750000	31800000	1	0.134635	1
31800000	31850000	1	0.221995	1
31850000	31900000	1	0.280465	1
31900000	31950000	1	0.410201	1
31950000	32000000	1	0.424616	1
32000000	32050000	1	0.272420	1
32050000	32100000	1	0.285587	1
32100000	32150000	1	0.389956	1
32150000	32200000	1	0.468361	1
32200000	32250000	1	0.637788	1
32250000	32300000	1	0.486861	1
32300000	32350000	1	0.400984	1
32350000	32400000	1	0.450625	1
32400000	32450000	1	0.556649	1
32450000	32500000	1	0.577516	1
32500000	32550000	1	0.605352	1
32550000	32600000	1	0.310392	1
32600000	32650000	1	0.021686	1
32650000	32700000	1	0.063702	1
32700000	32750000	1	0.108140	1
32750000	32800000	1	0.256006	1
32800000	32850000	1	0.254386	1
32850000	32900000	1	0.207840	1
32900000	32950000	1	0.203211	1
32950000	33000000	1	0.182451	1
33000000	33050000	1	0.197622	1
33050000	33100000	1	0.278075	1
33100000	33150000	1	0.102303	1
33150000	33200000	1	0.149184	1
33200000	33250000	1	0.150042	1
33250000	33300000	1	0.195269	1
33300000	33350000	1	0.274413	1
33350000	33400000	1	0.295689	1
33400000	33450000	1	0.259475	1
33450000	33500000	1	0.210463	1
33500000	33550000	1	0.277385	1
33550000	33600000	1	0.209235	1
33600000	33650000	1	0.245331	1
33650000	33700000	1	0.237189	1
33700000	33750000	1	0.343195	1
33750000	33800000	1	0.371468	1
33800000	33850000	1	0.376589	1
33850000	33900000	1	0.138535	1
33900000	33950000	1	0.266469	1
33950000	34000000	1	0.253711	1
34000000	34050000	1	0.253759	1
34050000	34100000	1	0.328116	1
34100000	34150000	1	0.305555	1
34150000	34200000	1	0.264206	1
34200000	34250000	1	0.295877	1
34250000	34300000	1	0.333858	1
34300000	34350000	1	0.271716	1
34350000	34400000	1	0.214827	1
34400000	34450000	1	0.318094	1
34450000	34500000	1	0.291294	1
34500000	34550000	1	0.259637	1
34550000	34600000	1	0.422186	1
34600000	34650000	1	0.415390	1
34650000	34700000	1	0.390570	1
34700000	34750000	1	0.273711	1
34750000	34800000	1	0.318113	1
34800000	34850000	1	0.284634	1
34850000	34900000	1	0.211701	1
34900000	34950000	1	0.271288	1
34950000	35000000	1	0.311477	1
35000000	35050000	1	0.335964	1
35050000	35100000	1	0.284776	1
35100000	35150000	1	0.282622	1
35150000	35200000	1	0.379950	1
35200000	35250000	1	0.303679	1
35250000	35300000	1	0.265449	1
35300000	35350000	1	0.382360	1
35350000	35400000	1	0.405378	1
35400000	35450000	1	0.264465	1
35450000	35500000	1	0.277091	1
35500000	35550000	1	0.343032	1
35550000	35600000	1	0.248826	1
35600000	35650000	1	0.242747	1
35650000	35700000	1	0.298182	1
35700000	35750000	1	0.311720	1
35750000	35800000	1	0.399745	1
35800000	35850000	1	0.307190	1
35850000	35900000	1	0.274493	1
35900000	35950000	1	0.350018	1
35950000	36000000	1	0.375557	1
36000000	36050000	1	0.473960	1
36050000	36100000	1	0.406201	1
36100000	36150000	1	0.264460	1
36150000	36200000	1	0.263367	1
36200000	36250000	1	0.281133	1
36250000	36300000	1	0.296334	1
36300000	36350000	1	0.252048	1
36350000	36400000	1	0.337556	1
36400000	36450000	1	0.345798	1
36450000	36500000	1	0.509084	1
36500000	36550000	1	0.390845	1
36550000	36600000	1	0.235028	1
36600000	36650000	1	0.150822	1
36650000	36700000	1	0.239308	1
36700000	36750000	1	0.201050	1
36750000	36800000	1	0.148257	1
36800000	36850000	1	0.135028	1
36850000	36900000	1	0.172212	1
36900000	36950000	1	0.183771	1
36950000	37000000	1	0.263402	1
37000000	37050000	1	0.279806	1
37050000	37100000	1	0.402668	1
37100000	37150000	1	0.420786	1
37150000	37200000	1	0.415327	1
37200000	37250000	1	0.341936	1
37250000	37300000	1	0.172024	1
37300000	37350000	1	0.223859	1
37350000	37400000	1	0.247829	1
37400000	37450000	1	0.273516	1
37450000	37500000	1	0.194686	1
37500000	37550000	1	0.172849	1
37550000	37600000	1	0.175822	1
37600000	37650000	1	0.220313	1
37650000	37700000	1	0.190071	1
37700000	37750000	1	0.145106	1
37750000	37800000	1	0.147545	1
37800000	37850000	1	0.217796	1
37850000	37900000	1	0.166684	1
37900000	37950000	1	0.379211	1
37950000	38000000	1	0.372374	1
38000000	38050000	1	0.384506	1
38050000	38100000	1	0.446845	1
38100000	38150000	1	0.337750	1
38150000	38200000	1	0.372724	1
38200000	38250000	1	0.421655	1
38250000	38300000	1	0.464701	1
38300000	38350000	1	0.444815	1
38350000	38400000	1	0.406061	1
38400000	38450000	1	0.311969	1
38450000	38500000	1	0.240148	1
38500000	38550000	1	0.235957	1
38550000	38600000	1	0.379611	1
38600000	38650000	1	0.472811	1
38650000	38700000	1	0.484593	1
38700000	38750000	1	0.524203	1
38750000	38800000	1	0.349173	1
38800000	38850000	1	0.451966	1
38850000	38900000	1	0.322716	1
38900000	38950000	1	0.220910	1
38950000	39000000	1	0.441251	1
39000000	39050000	1	0.322665	1
39050000	39100000	1	0.358927	1
39100000	39150000	1	0.374140	1
39150000	39200000	1	0.260052	1
39200000	39250000	1	0.279403	1
39250000	39300000	1	0.346846	1
39300000	39350000	1	0.278778	1
39350000	39400000	1	0.343733	1
39400000	39450000	1	0.342012	1
39450000	39500000	1	0.302864	1
39500000	39550000	1	0.435376	1
39550000	39600000	1	0.268172	1
39600000	39650000	1	0.259401	1
39650000	39700000	1	0.282251	1
39700000	39750000	1	0.294470	1
39750000	39800000	1	0.293944	1
39800000	39850000	1	0.419372	1
39850000	39900000	1	0.145636	1
39900000	39950000	1	0.118417	1
39950000	40000000	1	0.194269	1
40000000	40050000	1	0.305999	1
40050000	40100000	1	0.332014	1
40100000	40150000	1	0.386906	1
40150000	40200000	1	0.521449	1
40200000	40250000	1	0.436110	1
40250000	40300000	1	0.398391	1
40300000	40350000	1	0.338750	1
40350000	40400000	1	0.327132	1
40400000	40450000	1	0.345420	1
40450000	40500000	1	0.302433	1
40500000	40550000	1	0.331868	1
40550000	40600000	1	0.266422	1
40600000	40650000	1	0.320526	1
40650000	40700000	1	0.426450	1
40700000	40750000	1	0.475641	1
40750000	40800000	1	0.418934	1
40800000	40850000	1	0.425054	1
40850000	40900000	1	0.407253	1
40900000	40950000	1	0.247570	1
40950000	41000000	1	0.256759	1
41000000	41050000	1	0.310191	1
41050000	41100000	1	0.313851	1
41100000	41150000	1	0.219970	1
41150000	41200000	1	0.285380	1
