BP	SNP	CHR	P	chr
5350000	5400000	1	0.196333	1
5400000	5450000	1	0.191829	1
5450000	5500000	1	0.186733	1
5500000	5550000	1	0.205587	1
5550000	5600000	1	0.207076	1
5600000	5650000	1	0.150869	1
5650000	5700000	1	0.215273	1
5700000	5750000	1	0.206292	1
5750000	5800000	1	0.149234	1
5800000	5850000	1	0.100296	1
5850000	5900000	1	0.074821	1
5900000	5950000	1	0.070224	1
5950000	6000000	1	0.147476	1
6000000	6050000	1	0.131044	1
6050000	6100000	1	0.254456	1
6100000	6150000	1	0.124156	1
6150000	6200000	1	0.248326	1
6200000	6250000	1	0.084077	1
6250000	6300000	1	0.162939	1
6300000	6350000	1	0.152496	1
6350000	6400000	1	0.129030	1
6400000	6450000	1	0.133827	1
6450000	6500000	1	0.147988	1
6500000	6550000	1	0.147890	1
6550000	6600000	1	0.204503	1
6600000	6650000	1	0.154343	1
6650000	6700000	1	0.173852	1
6700000	6750000	1	0.191436	1
6750000	6800000	1	0.193872	1
6800000	6850000	1	0.135508	1
6850000	6900000	1	0.170592	1
6900000	6950000	1	0.252646	1
6950000	7000000	1	0.352134	1
7000000	7050000	1	0.304010	1
7050000	7100000	1	0.323178	1
7100000	7150000	1	0.253404	1
7150000	7200000	1	0.215012	1
7200000	7250000	1	0.406237	1
7250000	7300000	1	0.326908	1
7300000	7350000	1	0.273782	1
7350000	7400000	1	0.272945	1
7400000	7450000	1	0.238106	1
7450000	7500000	1	0.216110	1
7500000	7550000	1	0.144913	1
7550000	7600000	1	0.239609	1
7600000	7650000	1	0.402121	1
7650000	7700000	1	0.228801	1
7700000	7750000	1	0.179345	1
7750000	7800000	1	0.332098	1
7800000	7850000	1	0.218536	1
7850000	7900000	1	0.192512	1
7900000	7950000	1	0.209076	1
7950000	8000000	1	0.317718	1
8000000	8050000	1	0.329692	1
8050000	8100000	1	0.176011	1
8100000	8150000	1	0.215999	1
8150000	8200000	1	0.269873	1
8200000	8250000	1	0.214161	1
8250000	8300000	1	0.280378	1
8300000	8350000	1	0.287536	1
8350000	8400000	1	0.188149	1
8400000	8450000	1	0.241349	1
8450000	8500000	1	0.272459	1
8500000	8550000	1	0.251130	1
8550000	8600000	1	0.457713	1
8600000	8650000	1	0.258335	1
8650000	8700000	1	0.129713	1
8700000	8750000	1	0.109919	1
8750000	8800000	1	0.127723	1
8800000	8850000	1	0.167744	1
8850000	8900000	1	0.238180	1
8900000	8950000	1	0.398807	1
8950000	9000000	1	0.121868	1
9000000	9050000	1	0.189117	1
9050000	9100000	1	0.272842	1
9100000	9150000	1	0.256700	1
9150000	9200000	1	0.245932	1
9200000	9250000	1	0.238021	1
9250000	9300000	1	0.244313	1
9300000	9350000	1	0.148163	1
9350000	9400000	1	0.302299	1
9400000	9450000	1	0.210193	1
9450000	9500000	1	0.164335	1
9500000	9550000	1	0.226083	1
9550000	9600000	1	0.091151	1
9600000	9650000	1	0.085089	1
9650000	9700000	1	0.234247	1
9700000	9750000	1	0.298157	1
9750000	9800000	1	0.154039	1
9800000	9850000	1	0.229743	1
9850000	9900000	1	0.258106	1
9900000	9950000	1	0.156592	1
9950000	10000000	1	0.168221	1
10000000	10050000	1	0.258164	1
10050000	10100000	1	0.156564	1
10100000	10150000	1	0.164540	1
10150000	10200000	1	0.306455	1
10200000	10250000	1	0.298152	1
10250000	10300000	1	0.283885	1
10300000	10350000	1	0.317631	1
10350000	10400000	1	0.276301	1
10400000	10450000	1	0.234163	1
10450000	10500000	1	0.087049	1
10500000	10550000	1	0.256185	1
10550000	10600000	1	0.269153	1
10600000	10650000	1	0.154286	1
10650000	10700000	1	0.108227	1
10700000	10750000	1	0.193215	1
10750000	10800000	1	0.128910	1
10800000	10850000	1	0.210590	1
10850000	10900000	1	0.139483	1
10900000	10950000	1	0.131048	1
10950000	11000000	1	0.156860	1
11000000	11050000	1	0.244570	1
11050000	11100000	1	0.138099	1
11100000	11150000	1	0.218544	1
11150000	11200000	1	0.256560	1
11200000	11250000	1	0.167939	1
11250000	11300000	1	0.161262	1
11300000	11350000	1	0.153761	1
11350000	11400000	1	0.320715	1
11400000	11450000	1	0.272874	1
11450000	11500000	1	0.238156	1
11500000	11550000	1	0.202992	1
11550000	11600000	1	0.188832	1
11600000	11650000	1	0.262692	1
11650000	11700000	1	0.284506	1
11700000	11750000	1	0.153707	1
11750000	11800000	1	0.244967	1
11800000	11850000	1	0.184824	1
11850000	11900000	1	0.195790	1
11900000	11950000	1	0.199289	1
11950000	12000000	1	0.312947	1
12000000	12050000	1	0.222687	1
12050000	12100000	1	0.169179	1
12100000	12150000	1	0.234002	1
12150000	12200000	1	0.230538	1
12200000	12250000	1	0.228937	1
12250000	12300000	1	0.304267	1
12300000	12350000	1	0.202287	1
12350000	12400000	1	0.209983	1
12400000	12450000	1	0.262542	1
12450000	12500000	1	0.247562	1
12500000	12550000	1	0.195504	1
12550000	12600000	1	0.218014	1
12600000	12650000	1	0.187745	1
12650000	12700000	1	0.286931	1
12700000	12750000	1	0.253554	1
12750000	12800000	1	0.362411	1
12800000	12850000	1	0.281658	1
12850000	12900000	1	0.272599	1
12900000	12950000	1	0.279255	1
12950000	13000000	1	0.329432	1
13000000	13050000	1	0.568421	1
13050000	13100000	1	0.483335	1
13100000	13150000	1	0.366775	1
13150000	13200000	1	0.266043	1
13200000	13250000	1	0.280731	1
13250000	13300000	1	0.273928	1
13300000	13350000	1	0.271503	1
13350000	13400000	1	0.217630	1
13400000	13450000	1	0.223595	1
13450000	13500000	1	0.231879	1
13500000	13550000	1	0.183096	1
13550000	13600000	1	0.182584	1
13600000	13650000	1	0.169924	1
13650000	13700000	1	0.226822	1
13700000	13750000	1	0.282783	1
13750000	13800000	1	0.239695	1
13800000	13850000	1	0.184280	1
13850000	13900000	1	0.152635	1
13900000	13950000	1	0.403376	1
13950000	14000000	1	0.371694	1
14000000	14050000	1	0.346251	1
14050000	14100000	1	0.288094	1
14100000	14150000	1	0.391332	1
14150000	14200000	1	0.310293	1
14200000	14250000	1	0.313390	1
14250000	14300000	1	0.289265	1
14300000	14350000	1	0.338721	1
14350000	14400000	1	0.470409	1
14400000	14450000	1	0.325420	1
14450000	14500000	1	0.379113	1
14500000	14550000	1	0.231800	1
14550000	14600000	1	0.195331	1
14600000	14650000	1	0.302240	1
14650000	14700000	1	0.255099	1
14700000	14750000	1	0.296160	1
14750000	14800000	1	0.243859	1
14800000	14850000	1	0.446602	1
14850000	14900000	1	0.342984	1
14900000	14950000	1	0.280591	1
14950000	15000000	1	0.326792	1
15000000	15050000	1	0.268689	1
15050000	15100000	1	0.238766	1
15100000	15150000	1	0.231251	1
15150000	15200000	1	0.229829	1
15200000	15250000	1	0.215086	1
15250000	15300000	1	0.233246	1
15300000	15350000	1	0.264458	1
15350000	15400000	1	0.298495	1
15400000	15450000	1	0.216393	1
15450000	15500000	1	0.325062	1
15500000	15550000	1	0.157340	1
15550000	15600000	1	0.376884	1
15600000	15650000	1	0.282241	1
15650000	15700000	1	0.409344	1
15700000	15750000	1	0.296326	1
15750000	15800000	1	0.424296	1
15800000	15850000	1	0.263146	1
15850000	15900000	1	0.228934	1
15900000	15950000	1	0.311324	1
15950000	16000000	1	0.345886	1
16000000	16050000	1	0.252137	1
16050000	16100000	1	0.388947	1
16100000	16150000	1	0.391286	1
16150000	16200000	1	0.229864	1
16200000	16250000	1	0.232092	1
16250000	16300000	1	0.220121	1
16300000	16350000	1	0.372876	1
16350000	16400000	1	0.136132	1
16400000	16450000	1	0.217291	1
16450000	16500000	1	0.144951	1
16500000	16550000	1	0.230589	1
16550000	16600000	1	0.102120	1
16600000	16650000	1	0.117658	1
16650000	16700000	1	0.205471	1
16700000	16750000	1	0.241568	1
16750000	16800000	1	0.257572	1
16800000	16850000	1	0.343661	1
16850000	16900000	1	0.105183	1
16900000	16950000	1	0.146376	1
16950000	17000000	1	0.149143	1
17000000	17050000	1	0.151036	1
17050000	17100000	1	0.189650	1
17100000	17150000	1	0.140109	1
17150000	17200000	1	0.144066	1
17200000	17250000	1	0.481106	1
17250000	17300000	1	0.154547	1
17300000	17350000	1	0.256686	1
17350000	17400000	1	0.184657	1
17400000	17450000	1	0.165615	1
17450000	17500000	1	0.229361	1
17500000	17550000	1	0.221676	1
17550000	17600000	1	0.260807	1
17600000	17650000	1	0.292613	1
17650000	17700000	1	0.160802	1
17700000	17750000	1	0.104804	1
17750000	17800000	1	0.120583	1
17800000	17850000	1	0.199345	1
17850000	17900000	1	0.014203	1
17900000	17950000	1	0.116649	1
17950000	18000000	1	0.084497	1
18000000	18050000	1	0.080096	1
18050000	18100000	1	0.125254	1
18100000	18150000	1	0.243422	1
18150000	18200000	1	0.195885	1
18200000	18250000	1	0.103367	1
18250000	18300000	1	0.184256	1
18300000	18350000	1	0.342824	1
18350000	18400000	1	0.294372	1
18400000	18450000	1	0.254936	1
18450000	18500000	1	0.381849	1
18500000	18550000	1	0.198321	1
18550000	18600000	1	0.297475	1
18600000	18650000	1	0.261469	1
18650000	18700000	1	0.271637	1
18700000	18750000	1	0.595975	1
18750000	18800000	1	0.463747	1
18800000	18850000	1	0.308125	1
18850000	18900000	1	0.347290	1
18900000	18950000	1	0.500443	1
18950000	19000000	1	0.430149	1
19000000	19050000	1	0.418196	1
19050000	19100000	1	0.212122	1
19100000	19150000	1	0.306752	1
19150000	19200000	1	0.202830	1
19200000	19250000	1	0.226281	1
19250000	19300000	1	0.265620	1
19300000	19350000	1	0.273958	1
19350000	19400000	1	0.203639	1
19400000	19450000	1	0.180090	1
19450000	19500000	1	0.106842	1
19500000	19550000	1	0.110607	1
19550000	19600000	1	0.064193	1
19600000	19650000	1	0.181342	1
19650000	19700000	1	0.300038	1
19700000	19750000	1	0.199212	1
19750000	19800000	1	0.230007	1
19800000	19850000	1	0.275799	1
19850000	19900000	1	0.186185	1
19900000	19950000	1	0.194846	1
19950000	20000000	1	0.195883	1
20000000	20050000	1	0.201153	1
20050000	20100000	1	0.144119	1
20100000	20150000	1	0.118909	1
20150000	20200000	1	0.178304	1
20200000	20250000	1	0.145414	1
20250000	20300000	1	0.158860	1
20300000	20350000	1	0.218504	1
20350000	20400000	1	0.202252	1
20400000	20450000	1	0.155400	1
20450000	20500000	1	0.199581	1
20500000	20550000	1	0.160282	1
20550000	20600000	1	0.105948	1
20600000	20650000	1	0.109814	1
20650000	20700000	1	0.161066	1
20700000	20750000	1	0.142711	1
20750000	20800000	1	0.150175	1
20800000	20850000	1	0.191098	1
20850000	20900000	1	0.215358	1
20900000	20950000	1	0.198315	1
20950000	21000000	1	0.176637	1
21000000	21050000	1	0.229507	1
21050000	21100000	1	0.164181	1
21100000	21150000	1	0.129827	1
21150000	21200000	1	0.132008	1
21200000	21250000	1	0.138554	1
21250000	21300000	1	0.114971	1
21300000	21350000	1	0.079206	1
21350000	21400000	1	0.105923	1
21400000	21450000	1	0.078340	1
21450000	21500000	1	0.116744	1
21500000	21550000	1	0.139791	1
21550000	21600000	1	0.161940	1
21600000	21650000	1	0.288981	1
21650000	21700000	1	0.201735	1
21700000	21750000	1	0.318803	1
21750000	21800000	1	0.224342	1
21800000	21850000	1	0.234780	1
21850000	21900000	1	0.269559	1
21900000	21950000	1	0.214309	1
21950000	22000000	1	0.170068	1
22000000	22050000	1	0.227987	1
22050000	22100000	1	0.304275	1
22100000	22150000	1	0.129305	1
22150000	22200000	1	0.177300	1
22200000	22250000	1	0.233195	1
22250000	22300000	1	0.226447	1
22300000	22350000	1	0.253974	1
22350000	22400000	1	0.213313	1
22400000	22450000	1	0.210502	1
22450000	22500000	1	0.266970	1
22500000	22550000	1	0.315103	1
22550000	22600000	1	0.293423	1
22600000	22650000	1	0.204011	1
22650000	22700000	1	0.307634	1
22700000	22750000	1	0.193506	1
22750000	22800000	1	0.222892	1
22800000	22850000	1	0.165756	1
22850000	22900000	1	0.170292	1
22900000	22950000	1	0.165672	1
22950000	23000000	1	0.289369	1
23000000	23050000	1	0.295097	1
23050000	23100000	1	0.299956	1
23100000	23150000	1	0.314528	1
23150000	23200000	1	0.398904	1
23200000	23250000	1	0.406428	1
23250000	23300000	1	0.237960	1
23300000	23350000	1	0.275390	1
23350000	23400000	1	0.155906	1
23400000	23450000	1	0.187573	1
23450000	23500000	1	0.287688	1
23500000	23550000	1	0.252428	1
23550000	23600000	1	0.259834	1
23600000	23650000	1	0.495385	1
23650000	23700000	1	0.447211	1
23700000	23750000	1	0.246417	1
23750000	23800000	1	0.231048	1
23800000	23850000	1	0.388056	1
23850000	23900000	1	0.570695	1
23900000	23950000	1	0.460860	1
23950000	24000000	1	0.485538	1
24000000	24050000	1	0.617096	1
24050000	24100000	1	0.390401	1
24100000	24150000	1	0.402270	1
24150000	24200000	1	0.392602	1
24200000	24250000	1	0.425425	1
24250000	24300000	1	0.334646	1
24300000	24350000	1	0.204872	1
24350000	24400000	1	0.084754	1
24400000	24450000	1	0.283642	1
24450000	24500000	1	0.330772	1
24500000	24550000	1	0.298742	1
24550000	24600000	1	0.404833	1
24600000	24650000	1	0.229240	1
24650000	24700000	1	0.359193	1
24700000	24750000	1	0.247983	1
24750000	24800000	1	0.476941	1
24800000	24850000	1	0.561977	1
24850000	24900000	1	0.239581	1
24900000	24950000	1	0.299706	1
24950000	25000000	1	0.318574	1
25000000	25050000	1	0.289830	1
25050000	25100000	1	0.270916	1
25100000	25150000	1	0.309848	1
25150000	25200000	1	0.245269	1
25200000	25250000	1	0.306252	1
25250000	25300000	1	0.506304	1
25300000	25350000	1	0.426078	1
25350000	25400000	1	0.385724	1
25400000	25450000	1	0.359854	1
25450000	25500000	1	0.436036	1
25500000	25550000	1	0.349018	1
25550000	25600000	1	0.335398	1
25600000	25650000	1	0.204830	1
25650000	25700000	1	0.446051	1
25700000	25750000	1	0.577296	1
25750000	25800000	1	0.340607	1
25800000	25850000	1	0.471245	1
25850000	25900000	1	0.360707	1
25900000	25950000	1	0.450644	1
25950000	26000000	1	0.469893	1
26000000	26050000	1	0.531685	1
26050000	26100000	1	0.404804	1
26100000	26150000	1	0.548522	1
26150000	26200000	1	0.368838	1
26200000	26250000	1	0.319607	1
26250000	26300000	1	0.450940	1
26300000	26350000	1	0.468269	1
26350000	26400000	1	0.378669	1
26400000	26450000	1	0.331648	1
26450000	26500000	1	0.367168	1
26500000	26550000	1	0.356164	1
26550000	26600000	1	0.351103	1
26600000	26650000	1	0.435269	1
26650000	26700000	1	0.542887	1
26700000	26750000	1	0.385767	1
26750000	26800000	1	0.300600	1
26800000	26850000	1	0.333290	1
26850000	26900000	1	0.206774	1
26900000	26950000	1	0.269082	1
26950000	27000000	1	0.322030	1
27000000	27050000	1	0.203965	1
27050000	27100000	1	0.297039	1
27100000	27150000	1	0.248476	1
27150000	27200000	1	0.272809	1
27200000	27250000	1	0.373411	1
27250000	27300000	1	0.270478	1
27300000	27350000	1	0.130595	1
27350000	27400000	1	0.165329	1
27400000	27450000	1	0.434452	1
27450000	27500000	1	0.477864	1
27500000	27550000	1	0.448365	1
27550000	27600000	1	0.246181	1
27600000	27650000	1	0.465678	1
27650000	27700000	1	0.362220	1
27700000	27750000	1	0.291761	1
27750000	27800000	1	0.211719	1
27800000	27850000	1	0.128225	1
27850000	27900000	1	0.149520	1
27900000	27950000	1	0.163249	1
27950000	28000000	1	0.442746	1
28000000	28050000	1	0.318633	1
28050000	28100000	1	0.186510	1
28100000	28150000	1	0.311654	1
28150000	28200000	1	0.548807	1
28200000	28250000	1	0.487049	1
28250000	28300000	1	0.477857	1
28300000	28350000	1	0.315734	1
28350000	28400000	1	0.358444	1
28400000	28450000	1	0.482378	1
28450000	28500000	1	0.451635	1
28500000	28550000	1	0.279431	1
28550000	28600000	1	0.342966	1
28600000	28650000	1	0.257624	1
28650000	28700000	1	0.272736	1
28700000	28750000	1	0.352758	1
28750000	28800000	1	0.350326	1
28800000	28850000	1	0.359563	1
28850000	28900000	1	0.388972	1
28900000	28950000	1	0.275714	1
28950000	29000000	1	0.318731	1
29000000	29050000	1	0.404799	1
29050000	29100000	1	0.407128	1
29100000	29150000	1	0.408252	1
29150000	29200000	1	0.272110	1
29200000	29250000	1	0.216129	1
29250000	29300000	1	0.296858	1
29300000	29350000	1	0.370252	1
29350000	29400000	1	0.300979	1
29400000	29450000	1	0.446482	1
29450000	29500000	1	0.274553	1
29500000	29550000	1	0.400333	1
29550000	29600000	1	0.303143	1
29600000	29650000	1	0.268060	1
29650000	29700000	1	0.393852	1
29700000	29750000	1	0.358906	1
29750000	29800000	1	0.315862	1
29800000	29850000	1	0.258313	1
29850000	29900000	1	0.123628	1
29900000	29950000	1	0.217924	1
29950000	30000000	1	0.138930	1
30000000	30050000	1	0.259498	1
30050000	30100000	1	0.362375	1
30100000	30150000	1	0.143141	1
30150000	30200000	1	0.126103	1
30200000	30250000	1	0.149382	1
30250000	30300000	1	0.161904	1
30300000	30350000	1	0.087156	1
30350000	30400000	1	0.126612	1
30400000	30450000	1	0.130224	1
30450000	30500000	1	0.269216	1
30500000	30550000	1	0.101232	1
30550000	30600000	1	0.117060	1
30600000	30650000	1	0.203735	1
30650000	30700000	1	0.224562	1
30700000	30750000	1	0.198868	1
30750000	30800000	1	0.195474	1
30800000	30850000	1	0.179740	1
30850000	30900000	1	0.240941	1
30900000	30950000	1	0.353845	1
30950000	31000000	1	0.299091	1
31000000	31050000	1	0.153734	1
31050000	31100000	1	0.225858	1
31100000	31150000	1	0.208982	1
31150000	31200000	1	0.244058	1
31200000	31250000	1	0.289532	1
31250000	31300000	1	0.104083	1
31300000	31350000	1	0.196585	1
31350000	31400000	1	0.226461	1
31400000	31450000	1	0.199836	1
31450000	31500000	1	0.205406	1
31500000	31550000	1	0.288368	1
31550000	31600000	1	0.291292	1
31600000	31650000	1	0.197911	1
31650000	31700000	1	0.301974	1
31700000	31750000	1	0.310817	1
31750000	31800000	1	0.301823	1
31800000	31850000	1	0.257704	1
31850000	31900000	1	0.405723	1
31900000	31950000	1	0.361089	1
31950000	32000000	1	0.436146	1
32000000	32050000	1	0.303915	1
32050000	32100000	1	0.263925	1
32100000	32150000	1	0.400942	1
32150000	32200000	1	0.549453	1
32200000	32250000	1	0.478457	1
32250000	32300000	1	0.476071	1
32300000	32350000	1	0.475079	1
32350000	32400000	1	0.519702	1
32400000	32450000	1	0.541944	1
32450000	32500000	1	0.587304	1
32500000	32550000	1	0.607087	1
32550000	32600000	1	0.248872	1
32600000	32650000	1	0.278002	1
32650000	32700000	1	0.411703	1
32700000	32750000	1	0.315556	1
32750000	32800000	1	0.174404	1
32800000	32850000	1	0.185766	1
32850000	32900000	1	0.359675	1
32900000	32950000	1	0.497276	1
32950000	33000000	1	0.364085	1
33000000	33050000	1	0.206422	1
33050000	33100000	1	0.328093	1
33100000	33150000	1	0.128366	1
33150000	33200000	1	0.180321	1
33200000	33250000	1	0.143444	1
33250000	33300000	1	0.164698	1
33300000	33350000	1	0.154591	1
33350000	33400000	1	0.185036	1
33400000	33450000	1	0.203667	1
33450000	33500000	1	0.068080	1
33500000	33550000	1	0.163562	1
33550000	33600000	1	0.279019	1
33600000	33650000	1	0.294010	1
33650000	33700000	1	0.239546	1
33700000	33750000	1	0.251312	1
33750000	33800000	1	0.263776	1
33800000	33850000	1	0.300178	1
33850000	33900000	1	0.237736	1
33900000	33950000	1	0.247394	1
33950000	34000000	1	0.325255	1
34000000	34050000	1	0.243328	1
34050000	34100000	1	0.270057	1
34100000	34150000	1	0.266524	1
34150000	34200000	1	0.274232	1
34200000	34250000	1	0.301874	1
34250000	34300000	1	0.237355	1
34300000	34350000	1	0.297605	1
34350000	34400000	1	0.197772	1
34400000	34450000	1	0.244015	1
34450000	34500000	1	0.173264	1
34500000	34550000	1	0.116783	1
34550000	34600000	1	0.185549	1
34600000	34650000	1	0.269705	1
34650000	34700000	1	0.313404	1
34700000	34750000	1	0.205632	1
34750000	34800000	1	0.285746	1
34800000	34850000	1	0.262880	1
34850000	34900000	1	0.193419	1
34900000	34950000	1	0.241394	1
34950000	35000000	1	0.326514	1
35000000	35050000	1	0.490657	1
35050000	35100000	1	0.338612	1
35100000	35150000	1	0.314847	1
35150000	35200000	1	0.352708	1
35200000	35250000	1	0.247470	1
35250000	35300000	1	0.308402	1
35300000	35350000	1	0.365052	1
35350000	35400000	1	0.383150	1
35400000	35450000	1	0.261958	1
35450000	35500000	1	0.197088	1
35500000	35550000	1	0.270547	1
35550000	35600000	1	0.165576	1
35600000	35650000	1	0.169880	1
35650000	35700000	1	0.228320	1
35700000	35750000	1	0.251755	1
35750000	35800000	1	0.388804	1
35800000	35850000	1	0.271155	1
35850000	35900000	1	0.269255	1
35900000	35950000	1	0.343531	1
35950000	36000000	1	0.379346	1
36000000	36050000	1	0.451943	1
36050000	36100000	1	0.454419	1
36100000	36150000	1	0.385793	1
36150000	36200000	1	0.434064	1
36200000	36250000	1	0.326176	1
36250000	36300000	1	0.268748	1
36300000	36350000	1	0.257176	1
36350000	36400000	1	0.378320	1
36400000	36450000	1	0.450222	1
36450000	36500000	1	0.448126	1
36500000	36550000	1	0.451807	1
36550000	36600000	1	0.438746	1
36600000	36650000	1	0.284800	1
36650000	36700000	1	0.398090	1
36700000	36750000	1	0.364526	1
36750000	36800000	1	0.087726	1
36800000	36850000	1	0.195694	1
36850000	36900000	1	0.103408	1
36900000	36950000	1	0.190183	1
36950000	37000000	1	0.123225	1
37000000	37050000	1	0.224305	1
37050000	37100000	1	0.302482	1
37100000	37150000	1	0.364060	1
37150000	37200000	1	0.446796	1
37200000	37250000	1	0.397693	1
37250000	37300000	1	0.250328	1
37300000	37350000	1	0.278328	1
37350000	37400000	1	0.187512	1
37400000	37450000	1	0.393649	1
37450000	37500000	1	0.119124	1
37500000	37550000	1	0.068600	1
37550000	37600000	1	0.081411	1
37600000	37650000	1	0.216425	1
37650000	37700000	1	0.178106	1
37700000	37750000	1	0.143064	1
37750000	37800000	1	0.229683	1
37800000	37850000	1	0.146113	1
37850000	37900000	1	0.125373	1
37900000	37950000	1	0.346897	1
37950000	38000000	1	0.380915	1
38000000	38050000	1	0.487596	1
38050000	38100000	1	0.485493	1
38100000	38150000	1	0.477781	1
38150000	38200000	1	0.493294	1
38200000	38250000	1	0.476235	1
38250000	38300000	1	0.536624	1
38300000	38350000	1	0.520378	1
38350000	38400000	1	0.481791	1
38400000	38450000	1	0.295782	1
38450000	38500000	1	0.275399	1
38500000	38550000	1	0.275778	1
38550000	38600000	1	0.400786	1
38600000	38650000	1	0.432345	1
38650000	38700000	1	0.413448	1
38700000	38750000	1	0.389450	1
38750000	38800000	1	0.384539	1
38800000	38850000	1	0.410698	1
38850000	38900000	1	0.431622	1
38900000	38950000	1	0.259293	1
38950000	39000000	1	0.506412	1
39000000	39050000	1	0.309619	1
39050000	39100000	1	0.339708	1
39100000	39150000	1	0.313077	1
39150000	39200000	1	0.229427	1
39200000	39250000	1	0.186933	1
39250000	39300000	1	0.144708	1
39300000	39350000	1	0.155760	1
39350000	39400000	1	0.180448	1
39400000	39450000	1	0.189080	1
39450000	39500000	1	0.263955	1
39500000	39550000	1	0.443215	1
39550000	39600000	1	0.245435	1
39600000	39650000	1	0.252200	1
39650000	39700000	1	0.269693	1
39700000	39750000	1	0.240039	1
39750000	39800000	1	0.263427	1
39800000	39850000	1	0.299413	1
39850000	39900000	1	0.140558	1
39900000	39950000	1	0.046600	1
39950000	40000000	1	0.163244	1
40000000	40050000	1	0.270965	1
40050000	40100000	1	0.330436	1
40100000	40150000	1	0.313732	1
40150000	40200000	1	0.430373	1
40200000	40250000	1	0.211300	1
40250000	40300000	1	0.405524	1
40300000	40350000	1	0.225417	1
40350000	40400000	1	0.170033	1
40400000	40450000	1	0.204940	1
40450000	40500000	1	0.335922	1
40500000	40550000	1	0.271417	1
40550000	40600000	1	0.303722	1
40600000	40650000	1	0.299944	1
40650000	40700000	1	0.272279	1
40700000	40750000	1	0.235270	1
40750000	40800000	1	0.271454	1
40800000	40850000	1	0.403279	1
40850000	40900000	1	0.311025	1
40900000	40950000	1	0.242267	1
40950000	41000000	1	0.221343	1
41000000	41050000	1	0.371912	1
41050000	41100000	1	0.254057	1
41100000	41150000	1	0.275564	1
41150000	41200000	1	0.232482	1
41200000	41250000	1	0.350500	1
41250000	41300000	1	0.316639	1
