BP	SNP	CHR	P	chr
3900000	3950000	1	0.328567	1
3950000	4000000	1	0.315055	1
4000000	4050000	1	0.288826	1
4050000	4100000	1	0.420008	1
4100000	4150000	1	0.444884	1
4150000	4200000	1	0.625636	1
4200000	4250000	1	0.429770	1
4250000	4300000	1	0.491705	1
4300000	4350000	1	0.277122	1
4350000	4400000	1	0.509451	1
4400000	4450000	1	0.457662	1
4450000	4500000	1	0.603569	1
4500000	4550000	1	0.445545	1
4550000	4600000	1	0.502339	1
4600000	4650000	1	0.393165	1
4650000	4700000	1	0.133291	1
4700000	4750000	1	0.297434	1
4750000	4800000	1	0.317649	1
4800000	4850000	1	0.355854	1
4850000	4900000	1	0.432789	1
4900000	4950000	1	0.484576	1
4950000	5000000	1	0.443781	1
5000000	5050000	1	0.550575	1
5050000	5100000	1	0.542443	1
5100000	5150000	1	0.443643	1
5150000	5200000	1	0.345626	1
5200000	5250000	1	0.475793	1
5250000	5300000	1	0.476080	1
5300000	5350000	1	0.382723	1
5350000	5400000	1	0.389601	1
5400000	5450000	1	0.405076	1
5450000	5500000	1	0.568711	1
5500000	5550000	1	0.526150	1
5550000	5600000	1	0.519973	1
5600000	5650000	1	0.364074	1
5650000	5700000	1	0.360927	1
5700000	5750000	1	0.415773	1
5750000	5800000	1	0.366382	1
5800000	5850000	1	0.370098	1
5850000	5900000	1	0.348483	1
5900000	5950000	1	0.315487	1
5950000	6000000	1	0.367679	1
6000000	6050000	1	0.311057	1
6050000	6100000	1	0.443799	1
6100000	6150000	1	0.513519	1
6150000	6200000	1	0.503369	1
6200000	6250000	1	0.369694	1
6250000	6300000	1	0.409310	1
6300000	6350000	1	0.531254	1
6350000	6400000	1	0.501592	1
6400000	6450000	1	0.561878	1
6450000	6500000	1	0.679301	1
6500000	6550000	1	0.468207	1
6550000	6600000	1	0.420502	1
6600000	6650000	1	0.560206	1
6650000	6700000	1	0.414665	1
6700000	6750000	1	0.286912	1
6750000	6800000	1	0.372273	1
6800000	6850000	1	0.354311	1
6850000	6900000	1	0.481420	1
6900000	6950000	1	0.259779	1
6950000	7000000	1	0.299113	1
7000000	7050000	1	0.347021	1
7050000	7100000	1	0.318295	1
7100000	7150000	1	0.269526	1
7150000	7200000	1	0.278728	1
7200000	7250000	1	0.185855	1
7250000	7300000	1	0.337249	1
7300000	7350000	1	0.297923	1
7350000	7400000	1	0.293132	1
7400000	7450000	1	0.448284	1
7450000	7500000	1	0.487684	1
7500000	7550000	1	0.211400	1
7550000	7600000	1	0.273075	1
7600000	7650000	1	0.259393	1
7650000	7700000	1	0.221523	1
7700000	7750000	1	0.247202	1
7750000	7800000	1	0.221028	1
7800000	7850000	1	0.161957	1
7850000	7900000	1	0.310968	1
7900000	7950000	1	0.320461	1
7950000	8000000	1	0.254831	1
8000000	8050000	1	0.280861	1
8050000	8100000	1	0.322018	1
8100000	8150000	1	0.316445	1
8150000	8200000	1	0.190107	1
8200000	8250000	1	0.214005	1
8250000	8300000	1	0.391539	1
8300000	8350000	1	0.268503	1
8350000	8400000	1	0.321218	1
8400000	8450000	1	0.301363	1
8450000	8500000	1	0.329281	1
8500000	8550000	1	0.412999	1
8550000	8600000	1	0.597899	1
8600000	8650000	1	0.446114	1
8650000	8700000	1	0.444271	1
8700000	8750000	1	0.424016	1
8750000	8800000	1	0.531273	1
8800000	8850000	1	0.472372	1
8850000	8900000	1	0.437579	1
8900000	8950000	1	0.491376	1
8950000	9000000	1	0.520177	1
9000000	9050000	1	0.429383	1
9050000	9100000	1	0.349247	1
9100000	9150000	1	0.150442	1
9150000	9200000	1	0.159808	1
9200000	9250000	1	0.162089	1
9250000	9300000	1	0.080578	1
9300000	9350000	1	0.487603	1
9350000	9400000	1	0.573465	1
9400000	9450000	1	0.551127	1
9450000	9500000	1	0.497194	1
9500000	9550000	1	0.471222	1
9550000	9600000	1	0.338265	1
9600000	9650000	1	0.333536	1
9650000	9700000	1	0.585500	1
9700000	9750000	1	0.439671	1
9750000	9800000	1	0.375524	1
9800000	9850000	1	0.399200	1
9850000	9900000	1	0.427835	1
9900000	9950000	1	0.441259	1
9950000	10000000	1	0.401775	1
10000000	10050000	1	0.433086	1
10050000	10100000	1	0.548869	1
10100000	10150000	1	0.529280	1
10150000	10200000	1	0.325739	1
10200000	10250000	1	0.479836	1
10250000	10300000	1	0.499159	1
10300000	10350000	1	0.561889	1
10350000	10400000	1	0.456394	1
10400000	10450000	1	0.501114	1
10450000	10500000	1	0.630557	1
10500000	10550000	1	0.558982	1
10550000	10600000	1	0.554354	1
10600000	10650000	1	0.535862	1
10650000	10700000	1	0.590407	1
10700000	10750000	1	0.404718	1
10750000	10800000	1	0.430614	1
10800000	10850000	1	0.417603	1
10850000	10900000	1	0.450994	1
10900000	10950000	1	0.375824	1
10950000	11000000	1	0.401205	1
11000000	11050000	1	0.379871	1
11050000	11100000	1	0.428350	1
11100000	11150000	1	0.352887	1
11150000	11200000	1	0.421207	1
11200000	11250000	1	0.458836	1
11250000	11300000	1	0.386682	1
11300000	11350000	1	0.537580	1
11350000	11400000	1	0.529314	1
11400000	11450000	1	0.638109	1
11450000	11500000	1	0.322701	1
11500000	11550000	1	0.579663	1
11550000	11600000	1	0.530336	1
11600000	11650000	1	0.477154	1
11650000	11700000	1	0.537976	1
11700000	11750000	1	0.522179	1
11750000	11800000	1	0.464462	1
11800000	11850000	1	0.499161	1
11850000	11900000	1	0.413926	1
11900000	11950000	1	0.479998	1
11950000	12000000	1	0.402735	1
12000000	12050000	1	0.284903	1
12050000	12100000	1	0.568287	1
12100000	12150000	1	0.367519	1
12150000	12200000	1	0.439052	1
12200000	12250000	1	0.453573	1
12250000	12300000	1	0.515991	1
12300000	12350000	1	0.479736	1
12350000	12400000	1	0.543988	1
12400000	12450000	1	0.474436	1
12450000	12500000	1	0.551080	1
12500000	12550000	1	0.512057	1
12550000	12600000	1	0.496503	1
12600000	12650000	1	0.593628	1
12650000	12700000	1	0.543896	1
12700000	12750000	1	0.385699	1
12750000	12800000	1	0.385008	1
12800000	12850000	1	0.354255	1
12850000	12900000	1	0.353989	1
12900000	12950000	1	0.521755	1
12950000	13000000	1	0.236595	1
13000000	13050000	1	0.354865	1
13050000	13100000	1	0.381396	1
13100000	13150000	1	0.266961	1
13150000	13200000	1	0.333026	1
13200000	13250000	1	0.317787	1
13250000	13300000	1	0.275607	1
13300000	13350000	1	0.282341	1
13350000	13400000	1	0.161311	1
13400000	13450000	1	0.220712	1
13450000	13500000	1	0.310697	1
13500000	13550000	1	0.282019	1
13550000	13600000	1	0.340334	1
13600000	13650000	1	0.238827	1
13650000	13700000	1	0.220593	1
13700000	13750000	1	0.186291	1
13750000	13800000	1	0.343396	1
13800000	13850000	1	0.273548	1
13850000	13900000	1	0.350328	1
13900000	13950000	1	0.236728	1
13950000	14000000	1	0.405693	1
14000000	14050000	1	0.435632	1
14050000	14100000	1	0.249424	1
14100000	14150000	1	0.332088	1
14150000	14200000	1	0.382002	1
14200000	14250000	1	0.304140	1
14250000	14300000	1	0.313105	1
14300000	14350000	1	0.297254	1
14350000	14400000	1	0.219425	1
14400000	14450000	1	0.405443	1
14450000	14500000	1	0.369208	1
14500000	14550000	1	0.403255	1
14550000	14600000	1	0.397938	1
14600000	14650000	1	0.319393	1
14650000	14700000	1	0.299989	1
14700000	14750000	1	0.531671	1
14750000	14800000	1	0.439603	1
14800000	14850000	1	0.669383	1
14850000	14900000	1	0.368421	1
14900000	14950000	1	0.381100	1
14950000	15000000	1	0.383446	1
15000000	15050000	1	0.280967	1
15050000	15100000	1	0.321838	1
15100000	15150000	1	0.427948	1
15150000	15200000	1	0.235119	1
15200000	15250000	1	0.369594	1
15250000	15300000	1	0.308950	1
15300000	15350000	1	0.293235	1
15350000	15400000	1	0.352063	1
15400000	15450000	1	0.332644	1
15450000	15500000	1	0.409598	1
15500000	15550000	1	0.391022	1
15550000	15600000	1	0.424269	1
15600000	15650000	1	0.433451	1
15650000	15700000	1	0.180561	1
15700000	15750000	1	0.360023	1
15750000	15800000	1	0.363331	1
15800000	15850000	1	0.297669	1
15850000	15900000	1	0.193984	1
15900000	15950000	1	0.368562	1
15950000	16000000	1	0.370995	1
16000000	16050000	1	0.358464	1
16050000	16100000	1	0.336034	1
16100000	16150000	1	0.350863	1
16150000	16200000	1	0.231352	1
16200000	16250000	1	0.366345	1
16250000	16300000	1	0.316564	1
16300000	16350000	1	0.265432	1
16350000	16400000	1	0.314104	1
16400000	16450000	1	0.212439	1
16450000	16500000	1	0.239863	1
16500000	16550000	1	0.205997	1
16550000	16600000	1	0.406912	1
16600000	16650000	1	0.281432	1
16650000	16700000	1	0.408046	1
16700000	16750000	1	0.321621	1
16750000	16800000	1	0.296532	1
16800000	16850000	1	0.295271	1
16850000	16900000	1	0.326718	1
16900000	16950000	1	0.286222	1
16950000	17000000	1	0.282467	1
17000000	17050000	1	0.215861	1
17050000	17100000	1	0.086579	1
17100000	17150000	1	0.110384	1
17150000	17200000	1	0.106556	1
17200000	17250000	1	0.207872	1
17250000	17300000	1	0.308567	1
17300000	17350000	1	0.269095	1
17350000	17400000	1	0.254689	1
17400000	17450000	1	0.310764	1
17450000	17500000	1	0.248694	1
17500000	17550000	1	0.258573	1
17550000	17600000	1	0.230328	1
17600000	17650000	1	0.215741	1
17650000	17700000	1	0.252212	1
17700000	17750000	1	0.297374	1
17750000	17800000	1	0.137857	1
17800000	17850000	1	0.177452	1
17850000	17900000	1	0.424074	1
17900000	17950000	1	0.289217	1
17950000	18000000	1	0.313031	1
18000000	18050000	1	0.193294	1
18050000	18100000	1	0.316476	1
18100000	18150000	1	0.248349	1
18150000	18200000	1	0.206092	1
18200000	18250000	1	0.299177	1
18250000	18300000	1	0.246367	1
18300000	18350000	1	0.223678	1
18350000	18400000	1	0.261296	1
18400000	18450000	1	0.400931	1
18450000	18500000	1	0.224214	1
18500000	18550000	1	0.205649	1
18550000	18600000	1	0.186598	1
18600000	18650000	1	0.201975	1
18650000	18700000	1	0.208561	1
18700000	18750000	1	0.207523	1
18750000	18800000	1	0.232495	1
18800000	18850000	1	0.308708	1
18850000	18900000	1	0.351597	1
18900000	18950000	1	0.251280	1
18950000	19000000	1	0.441359	1
19000000	19050000	1	0.249458	1
19050000	19100000	1	0.268408	1
19100000	19150000	1	0.246531	1
19150000	19200000	1	0.240956	1
19200000	19250000	1	0.216663	1
19250000	19300000	1	0.279916	1
19300000	19350000	1	0.223201	1
19350000	19400000	1	0.131362	1
19400000	19450000	1	0.073952	1
19450000	19500000	1	0.210802	1
19500000	19550000	1	0.242091	1
19550000	19600000	1	0.157144	1
19600000	19650000	1	0.133439	1
19650000	19700000	1	0.032228	1
19700000	19750000	1	0.109830	1
19750000	19800000	1	0.177537	1
19800000	19850000	1	0.220029	1
19850000	19900000	1	0.155439	1
19900000	19950000	1	0.211738	1
19950000	20000000	1	0.340283	1
20000000	20050000	1	0.388994	1
20050000	20100000	1	0.311401	1
20100000	20150000	1	0.318871	1
20150000	20200000	1	0.194604	1
20200000	20250000	1	0.207205	1
20250000	20300000	1	0.185943	1
20300000	20350000	1	0.236930	1
20350000	20400000	1	0.250503	1
20400000	20450000	1	0.252037	1
20450000	20500000	1	0.221187	1
20500000	20550000	1	0.222118	1
20550000	20600000	1	0.204776	1
20600000	20650000	1	0.278709	1
20650000	20700000	1	0.231835	1
20700000	20750000	1	0.176088	1
20750000	20800000	1	0.230733	1
20800000	20850000	1	0.232438	1
20850000	20900000	1	0.276130	1
20900000	20950000	1	0.226128	1
20950000	21000000	1	0.214680	1
21000000	21050000	1	0.213078	1
21050000	21100000	1	0.306815	1
21100000	21150000	1	0.400893	1
21150000	21200000	1	0.546566	1
21200000	21250000	1	0.200871	1
21250000	21300000	1	0.507484	1
21300000	21350000	1	0.526966	1
21350000	21400000	1	0.156192	1
21400000	21450000	1	0.534525	1
21450000	21500000	1	0.183695	1
21500000	21550000	1	0.196295	1
21550000	21600000	1	0.272712	1
21600000	21650000	1	0.436723	1
21650000	21700000	1	0.437837	1
21700000	21750000	1	0.408775	1
21750000	21800000	1	0.440764	1
21800000	21850000	1	0.181492	1
21850000	21900000	1	0.168405	1
21900000	21950000	1	0.163398	1
21950000	22000000	1	0.162392	1
22000000	22050000	1	0.167257	1
22050000	22100000	1	0.333996	1
22100000	22150000	1	0.232512	1
22150000	22200000	1	0.314864	1
22200000	22250000	1	0.186433	1
22250000	22300000	1	0.229504	1
22300000	22350000	1	0.217783	1
22350000	22400000	1	0.175335	1
22400000	22450000	1	0.156113	1
22450000	22500000	1	0.171705	1
22500000	22550000	1	0.158303	1
22550000	22600000	1	0.110283	1
22600000	22650000	1	0.092720	1
22650000	22700000	1	0.163276	1
22700000	22750000	1	0.136577	1
22750000	22800000	1	0.133141	1
22800000	22850000	1	0.196800	1
22850000	22900000	1	0.137466	1
22900000	22950000	1	0.205699	1
22950000	23000000	1	0.165871	1
23000000	23050000	1	0.112581	1
23050000	23100000	1	0.175679	1
23100000	23150000	1	0.159398	1
23150000	23200000	1	0.161670	1
23200000	23250000	1	0.114887	1
23250000	23300000	1	0.169495	1
23300000	23350000	1	0.275827	1
23350000	23400000	1	0.252568	1
23400000	23450000	1	0.153086	1
23450000	23500000	1	0.161954	1
23500000	23550000	1	0.168636	1
23550000	23600000	1	0.274939	1
23600000	23650000	1	0.245991	1
23650000	23700000	1	0.322637	1
23700000	23750000	1	0.263793	1
23750000	23800000	1	0.175096	1
23800000	23850000	1	0.370738	1
23850000	23900000	1	0.337189	1
23900000	23950000	1	0.303421	1
23950000	24000000	1	0.444535	1
24000000	24050000	1	0.472307	1
24050000	24100000	1	0.293536	1
24100000	24150000	1	0.294965	1
24150000	24200000	1	0.440123	1
24200000	24250000	1	0.341237	1
24250000	24300000	1	0.354964	1
24300000	24350000	1	0.186828	1
24350000	24400000	1	0.213236	1
24400000	24450000	1	0.246428	1
24450000	24500000	1	0.299524	1
24500000	24550000	1	0.282690	1
24550000	24600000	1	0.374363	1
24600000	24650000	1	0.303491	1
24650000	24700000	1	0.499480	1
24700000	24750000	1	0.468365	1
24750000	24800000	1	0.597724	1
24800000	24850000	1	0.317008	1
24850000	24900000	1	0.382686	1
24900000	24950000	1	0.460868	1
24950000	25000000	1	0.402723	1
25000000	25050000	1	0.367781	1
25050000	25100000	1	0.339330	1
25100000	25150000	1	0.407985	1
25150000	25200000	1	0.447463	1
25200000	25250000	1	0.376988	1
25250000	25300000	1	0.395448	1
25300000	25350000	1	0.374906	1
25350000	25400000	1	0.432281	1
25400000	25450000	1	0.401346	1
25450000	25500000	1	0.237390	1
25500000	25550000	1	0.192633	1
25550000	25600000	1	0.302730	1
25600000	25650000	1	0.329931	1
25650000	25700000	1	0.415617	1
25700000	25750000	1	0.351851	1
25750000	25800000	1	0.376320	1
25800000	25850000	1	0.380250	1
25850000	25900000	1	0.359190	1
25900000	25950000	1	0.552333	1
25950000	26000000	1	0.511886	1
26000000	26050000	1	0.267940	1
26050000	26100000	1	0.252234	1
26100000	26150000	1	0.392076	1
26150000	26200000	1	0.585126	1
26200000	26250000	1	0.545534	1
26250000	26300000	1	0.335858	1
26300000	26350000	1	0.326010	1
26350000	26400000	1	0.204790	1
26400000	26450000	1	0.266012	1
26450000	26500000	1	0.394007	1
26500000	26550000	1	0.389064	1
26550000	26600000	1	0.382578	1
26600000	26650000	1	0.466254	1
26650000	26700000	1	0.325776	1
26700000	26750000	1	0.333405	1
26750000	26800000	1	0.267125	1
26800000	26850000	1	0.290928	1
26850000	26900000	1	0.317611	1
26900000	26950000	1	0.386766	1
26950000	27000000	1	0.392398	1
27000000	27050000	1	0.386019	1
27050000	27100000	1	0.353001	1
27100000	27150000	1	0.345987	1
27150000	27200000	1	0.298665	1
27200000	27250000	1	0.391438	1
27250000	27300000	1	0.405000	1
27300000	27350000	1	0.177277	1
27350000	27400000	1	0.328636	1
27400000	27450000	1	0.232825	1
27450000	27500000	1	0.169924	1
27500000	27550000	1	0.197049	1
27550000	27600000	1	0.273893	1
27600000	27650000	1	0.265870	1
27650000	27700000	1	0.346903	1
27700000	27750000	1	0.269601	1
27750000	27800000	1	0.339893	1
27800000	27850000	1	0.280443	1
27850000	27900000	1	0.374894	1
27900000	27950000	1	0.337465	1
27950000	28000000	1	0.485599	1
28000000	28050000	1	0.325917	1
28050000	28100000	1	0.284365	1
28100000	28150000	1	0.221415	1
28150000	28200000	1	0.367461	1
28200000	28250000	1	0.222491	1
28250000	28300000	1	0.333814	1
28300000	28350000	1	0.341409	1
28350000	28400000	1	0.243732	1
28400000	28450000	1	0.228723	1
28450000	28500000	1	0.258187	1
28500000	28550000	1	0.269898	1
28550000	28600000	1	0.363216	1
28600000	28650000	1	0.203364	1
28650000	28700000	1	0.370590	1
28700000	28750000	1	0.087307	1
28750000	28800000	1	0.127952	1
28800000	28850000	1	0.201437	1
28850000	28900000	1	0.162658	1
28900000	28950000	1	0.180237	1
28950000	29000000	1	0.125174	1
29000000	29050000	1	0.345227	1
29050000	29100000	1	0.212458	1
29100000	29150000	1	0.202777	1
29150000	29200000	1	0.349574	1
29200000	29250000	1	0.372340	1
29250000	29300000	1	0.340092	1
29300000	29350000	1	0.450699	1
29350000	29400000	1	0.558996	1
29400000	29450000	1	0.274782	1
29450000	29500000	1	0.423836	1
29500000	29550000	1	0.405463	1
29550000	29600000	1	0.422762	1
29600000	29650000	1	0.397547	1
29650000	29700000	1	0.339879	1
29700000	29750000	1	0.343660	1
29750000	29800000	1	0.336863	1
29800000	29850000	1	0.272835	1
29850000	29900000	1	0.297356	1
29900000	29950000	1	0.232569	1
29950000	30000000	1	0.208996	1
30000000	30050000	1	0.278532	1
30050000	30100000	1	0.313521	1
30100000	30150000	1	0.325134	1
30150000	30200000	1	0.326914	1
30200000	30250000	1	0.285789	1
30250000	30300000	1	0.423875	1
30300000	30350000	1	0.349821	1
30350000	30400000	1	0.462841	1
30400000	30450000	1	0.346377	1
30450000	30500000	1	0.219850	1
30500000	30550000	1	0.425795	1
30550000	30600000	1	0.489152	1
30600000	30650000	1	0.573521	1
30650000	30700000	1	0.515418	1
30700000	30750000	1	0.483728	1
30750000	30800000	1	0.592663	1
30800000	30850000	1	0.485214	1
30850000	30900000	1	0.532944	1
30900000	30950000	1	0.582317	1
30950000	31000000	1	0.550563	1
31000000	31050000	1	0.256005	1
31050000	31100000	1	0.305761	1
31100000	31150000	1	0.428611	1
31150000	31200000	1	0.410134	1
31200000	31250000	1	0.312315	1
31250000	31300000	1	0.208141	1
31300000	31350000	1	0.204991	1
31350000	31400000	1	0.186564	1
31400000	31450000	1	0.162902	1
31450000	31500000	1	0.154714	1
31500000	31550000	1	0.170799	1
31550000	31600000	1	0.262894	1
31600000	31650000	1	0.422632	1
31650000	31700000	1	0.306887	1
31700000	31750000	1	0.364351	1
31750000	31800000	1	0.241061	1
31800000	31850000	1	0.210740	1
31850000	31900000	1	0.220242	1
31900000	31950000	1	0.183234	1
31950000	32000000	1	0.281698	1
32000000	32050000	1	0.233103	1
32050000	32100000	1	0.194628	1
32100000	32150000	1	0.306145	1
32150000	32200000	1	0.209717	1
32200000	32250000	1	0.083495	1
32250000	32300000	1	0.129664	1
32300000	32350000	1	0.145089	1
32350000	32400000	1	0.110010	1
32400000	32450000	1	0.053422	1
32450000	32500000	1	0.094666	1
32500000	32550000	1	0.060019	1
32550000	32600000	1	0.172144	1
32600000	32650000	1	0.389820	1
32650000	32700000	1	0.418958	1
32700000	32750000	1	0.304466	1
32750000	32800000	1	0.342448	1
32800000	32850000	1	0.180206	1
32850000	32900000	1	0.236404	1
32900000	32950000	1	0.257666	1
32950000	33000000	1	0.411131	1
33000000	33050000	1	0.265661	1
33050000	33100000	1	0.245031	1
33100000	33150000	1	0.192495	1
33150000	33200000	1	0.213807	1
33200000	33250000	1	0.401933	1
33250000	33300000	1	0.285511	1
33300000	33350000	1	0.382052	1
33350000	33400000	1	0.318584	1
33400000	33450000	1	0.283167	1
33450000	33500000	1	0.235462	1
33500000	33550000	1	0.251549	1
33550000	33600000	1	0.232343	1
33600000	33650000	1	0.322046	1
33650000	33700000	1	0.242103	1
33700000	33750000	1	0.296491	1
33750000	33800000	1	0.246346	1
33800000	33850000	1	0.312558	1
33850000	33900000	1	0.275627	1
33900000	33950000	1	0.288229	1
33950000	34000000	1	0.232205	1
34000000	34050000	1	0.309393	1
34050000	34100000	1	0.303388	1
34100000	34150000	1	0.237265	1
34150000	34200000	1	0.240367	1
34200000	34250000	1	0.287604	1
34250000	34300000	1	0.269905	1
34300000	34350000	1	0.201860	1
34350000	34400000	1	0.154079	1
34400000	34450000	1	0.207956	1
34450000	34500000	1	0.283605	1
34500000	34550000	1	0.211339	1
34550000	34600000	1	0.377590	1
34600000	34650000	1	0.408446	1
34650000	34700000	1	0.390414	1
34700000	34750000	1	0.408152	1
34750000	34800000	1	0.276238	1
34800000	34850000	1	0.297981	1
34850000	34900000	1	0.199864	1
34900000	34950000	1	0.282298	1
34950000	35000000	1	0.286943	1
35000000	35050000	1	0.307020	1
35050000	35100000	1	0.593709	1
35100000	35150000	1	0.522740	1
35150000	35200000	1	0.302422	1
35200000	35250000	1	0.322211	1
35250000	35300000	1	0.393516	1
35300000	35350000	1	0.323507	1
35350000	35400000	1	0.385664	1
35400000	35450000	1	0.311560	1
35450000	35500000	1	0.274459	1
35500000	35550000	1	0.296291	1
35550000	35600000	1	0.302462	1
35600000	35650000	1	0.309077	1
35650000	35700000	1	0.219889	1
35700000	35750000	1	0.301948	1
35750000	35800000	1	0.338216	1
35800000	35850000	1	0.237568	1
35850000	35900000	1	0.270140	1
35900000	35950000	1	0.559031	1
35950000	36000000	1	0.347286	1
36000000	36050000	1	0.426077	1
36050000	36100000	1	0.605221	1
36100000	36150000	1	0.591351	1
36150000	36200000	1	0.566480	1
36200000	36250000	1	0.569137	1
36250000	36300000	1	0.550943	1
36300000	36350000	1	0.489091	1
36350000	36400000	1	0.502690	1
36400000	36450000	1	0.512271	1
36450000	36500000	1	0.536526	1
36500000	36550000	1	0.479801	1
36550000	36600000	1	0.459003	1
36600000	36650000	1	0.475961	1
36650000	36700000	1	0.471021	1
36700000	36750000	1	0.509382	1
36750000	36800000	1	0.527478	1
36800000	36850000	1	0.404487	1
36850000	36900000	1	0.253275	1
36900000	36950000	1	0.470780	1
36950000	37000000	1	0.434340	1
37000000	37050000	1	0.343387	1
37050000	37100000	1	0.398651	1
37100000	37150000	1	0.454596	1
37150000	37200000	1	0.485804	1
37200000	37250000	1	0.524805	1
37250000	37300000	1	0.360744	1
37300000	37350000	1	0.325486	1
37350000	37400000	1	0.375585	1
37400000	37450000	1	0.417468	1
37450000	37500000	1	0.388445	1
37500000	37550000	1	0.414200	1
37550000	37600000	1	0.494848	1
37600000	37650000	1	0.317470	1
37650000	37700000	1	0.322045	1
37700000	37750000	1	0.376101	1
37750000	37800000	1	0.459290	1
37800000	37850000	1	0.530767	1
37850000	37900000	1	0.576867	1
37900000	37950000	1	0.499504	1
37950000	38000000	1	0.422586	1
38000000	38050000	1	0.411190	1
38050000	38100000	1	0.431748	1
38100000	38150000	1	0.504004	1
38150000	38200000	1	0.437241	1
38200000	38250000	1	0.528075	1
38250000	38300000	1	0.517283	1
38300000	38350000	1	0.519160	1
38350000	38400000	1	0.563972	1
38400000	38450000	1	0.580389	1
38450000	38500000	1	0.526710	1
38500000	38550000	1	0.545909	1
38550000	38600000	1	0.600588	1
38600000	38650000	1	0.599357	1
38650000	38700000	1	0.550747	1
38700000	38750000	1	0.620093	1
38750000	38800000	1	0.583814	1
38800000	38850000	1	0.567104	1
38850000	38900000	1	0.602040	1
38900000	38950000	1	0.494354	1
38950000	39000000	1	0.268944	1
39000000	39050000	1	0.516715	1
39050000	39100000	1	0.524411	1
39100000	39150000	1	0.560646	1
39150000	39200000	1	0.503367	1
39200000	39250000	1	0.506583	1
39250000	39300000	1	0.552723	1
39300000	39350000	1	0.483982	1
39350000	39400000	1	0.325754	1
39400000	39450000	1	0.514949	1
39450000	39500000	1	0.527608	1
39500000	39550000	1	0.416898	1
39550000	39600000	1	0.520662	1
39600000	39650000	1	0.549708	1
39650000	39700000	1	0.558788	1
39700000	39750000	1	0.574569	1
39750000	39800000	1	0.590947	1
39800000	39850000	1	0.468436	1
39850000	39900000	1	0.465972	1
39900000	39950000	1	0.502032	1
39950000	40000000	1	0.448098	1
40000000	40050000	1	0.282817	1
40050000	40100000	1	0.241895	1
40100000	40150000	1	0.384535	1
40150000	40200000	1	0.386946	1
40200000	40250000	1	0.404907	1
40250000	40300000	1	0.325919	1
40300000	40350000	1	0.412158	1
40350000	40400000	1	0.390992	1
40400000	40450000	1	0.329807	1
40450000	40500000	1	0.332810	1
40500000	40550000	1	0.326337	1
40550000	40600000	1	0.315585	1
40600000	40650000	1	0.250738	1
40650000	40700000	1	0.224023	1
40700000	40750000	1	0.223632	1
40750000	40800000	1	0.246780	1
40800000	40850000	1	0.284554	1
40850000	40900000	1	0.270681	1
40900000	40950000	1	0.250341	1
40950000	41000000	1	0.354260	1
41000000	41050000	1	0.337206	1
41050000	41100000	1	0.400199	1
41100000	41150000	1	0.489394	1
41150000	41200000	1	0.311349	1
