scaffold	start	end	mid	sites	pi_FM	pi_NON_FM	dxy_FM_NON_FM	Fst_FM_NON_FM
20	40001	41000	40326	5	0.266	0.2029	0.2371	0.0053
20	41001	42000	41503	9	0.1347	0.1144	0.1257	0.0042
20	42001	43000	42487	4	0.0746	0.0935	0.0857	0.0082
20	43001	44000	43463	6	0.1067	0.1277	0.1193	0.0077
20	44001	45000	44731	13	0.1085	0.092	0.1008	0.0028
20	45001	46000	45259	9	0.0291	0.0416	0.0354	-0.002
20	46001	47000	46482	6	0.0195	0.0225	0.0213	0.0058
20	47001	48000	47319	6	0.0193	0.0583	0.0392	-0.0025
20	48001	49000	48336	4	0.1448	0.1515	0.1573	0.0268
20	49001	50000	49430	4	0.1332	0.1106	0.1294	0.0289
20	50001	51000	50592	6	0.0771	0.0727	0.0758	0.0056
20	51001	52000	51347	8	0.1011	0.1252	0.1148	0.005
20	52001	53000	52460	9	0.1085	0.0858	0.0971	0.0005
20	53001	54000	53700	7	0.107	0.1711	0.1413	0.0038
20	54001	55000	54524	13	0.1254	0.0994	0.1178	0.0238
20	55001	56000	55414	10	0.131	0.1211	0.131	0.0182
20	56001	57000	56379	12	0.0239	0.0261	0.0251	0.0001
20	57001	58000	57254	4	0.0637	0.1236	0.0964	0.008
20	58001	59000	58074	3	0.2537	0.2287	0.241	0.0003
20	59001	60000	59501	3	0.1016	0.03	0.0701	0.0431
20	60001	61000	60592	4	0.0145	0.0516	0.0333	-0.0039
20	61001	62000	61574	3	0.0375	0.0305	0.0344	0.0068
20	62001	63000	62162	1	0.0579	0.0154	0.0367	0.0094
20	63001	64000	63199	3	0.0478	0.0918	0.0702	-0.0016
20	64001	65000	64531	7	0.2212	0.1861	0.211	0.0176
20	65001	66000	65526	6	0.0428	0.0501	0.047	0.0043
20	66001	67000	66292	3	0.1547	0.0729	0.1201	0.0328
20	67001	68000	67164	3	0.1975	0.1829	0.1986	0.0205
20	68001	69000	68103	1	0.507	0.4233	0.4941	0.0295
20	69001	70000	69134	2	0.0147	0.0453	0.03	-0.0064
20	70001	71000	70372	7	0.0773	0.1008	0.0898	0.0017
20	71001	72000	71474	4	0.0149	0.0115	0.013	-0.0025
20	72001	73000	72533	2	0.1201	0.1417	0.1309	-0.0011
20	73001	74000	73466	1	0.3139	0.0745	0.2149	0.0663
20	74001	75000	74675	4	0.0354	0.0265	0.0309	0.0015
20	76001	77000	76382	6	0.1038	0.1304	0.1215	0.0146
20	77001	78000	77310	5	0.0841	0.0641	0.0778	0.0249
20	78001	79000	78714	2	0.0147	0.0154	0.0149	-0.0037
20	79001	80000	79297	5	0.0385	0.0558	0.047	-0.0036
20	80001	81000	80458	2	0.1745	0.1465	0.161	0.0027
20	81001	82000	81382	5	0.0405	0.059	0.0501	0.0005
20	82001	83000	82324	2	0.0562	0.0525	0.0554	0.0094
20	83001	84000	83321	3	0.0875	0.1387	0.1143	0.0017
20	84001	85000	84642	3	0.0193	0.0541	0.0368	-0.0046
20	85001	86000	85957	1	0.1124	0.0305	0.0724	0.0167
20	86001	87000	86268	1	0.0294	0.0	0.0147	0.0198
20	87001	88000	87649	2	0.1523	0.1983	0.1793	0.0081
20	89001	90000	89435	3	0.0193	0.0535	0.0367	-0.0032
20	90001	91000	90518	6	0.1216	0.1672	0.1452	0.0003
20	91001	92000	91354	3	0.235	0.146	0.1961	0.0175
20	92001	93000	92521	5	0.0287	0.0648	0.0469	-0.0031
20	93001	94000	93442	4	0.2118	0.2476	0.2376	0.0139
20	94001	95000	94687	2	0.0	0.0154	0.0077	-0.0104
20	95001	96000	95366	2	0.2529	0.2299	0.252	0.0205
20	96001	97000	96444	3	0.0999	0.0255	0.0651	0.0303
20	97001	98000	97698	2	0.0562	0.023	0.04	0.0127
20	98001	99000	98185	1	0.0	0.0154	0.0077	-0.0104
20	99001	100000	99179	1	0.2107	0.2834	0.2471	-0.0019
20	100001	101000	100322	5	0.0568	0.0992	0.08	0.0068
20	101001	102000	101492	2	0.1826	0.206	0.1928	-0.0043
20	102001	103000	102548	5	0.0582	0.0647	0.0611	-0.0032
20	103001	104000	103181	4	0.0426	0.0444	0.0438	0.0026
20	104001	105000	104622	3	0.0098	0.0154	0.0125	-0.0054
20	105001	106000	105609	3	0.0383	0.0596	0.0486	-0.0054
20	106001	107000	106458	6	0.0646	0.0865	0.0771	0.0068
20	107001	108000	107348	2	0.0	0.023	0.0115	-0.0085
20	108001	109000	108444	2	0.029	0.038	0.0335	-0.0017
20	109001	110000	109196	5	0.0508	0.0214	0.0365	0.0121
20	110001	111000	110307	6	0.1061	0.1066	0.1066	0.0011
20	111001	112000	111990	1	0.0294	0.0745	0.052	-0.0047
20	112001	113000	112378	4	0.1764	0.1249	0.1598	0.0306
20	113001	114000	113629	3	0.0	0.0243	0.0126	-0.0042
20	114001	115000	114324	2	0.0	0.0154	0.0077	-0.0104
20	115001	116000	115425	3	0.0196	0.0051	0.0124	0.0097
20	116001	117000	116784	5	0.0116	0.0421	0.0272	-0.0011
20	117001	118000	117575	7	0.0042	0.0366	0.0207	-0.0025
20	118001	119000	118508	2	0.0	0.023	0.0115	-0.0085
20	119001	120000	119672	2	0.0718	0.0659	0.0692	0.0032
20	120001	121000	120323	6	0.0452	0.0579	0.0515	-0.0019
20	122001	123000	122888	1	0.0	0.0154	0.0077	-0.0104
20	123001	124000	123695	3	0.1731	0.1799	0.1752	-0.0038
20	124001	125000	124375	4	0.0074	0.0337	0.021	0.0015
20	126001	127000	126396	3	0.0193	0.0969	0.0594	0.0009
20	127001	128000	127548	3	0.0291	0.0588	0.0443	-0.0014
20	128001	129000	128619	5	0.0975	0.1782	0.142	0.0087
20	129001	130000	129507	8	0.049	0.1024	0.0783	0.0092
20	130001	131000	130668	4	0.087	0.115	0.1006	-0.0034
20	131001	132000	131462	4	0.0074	0.0153	0.0114	-0.0026
20	132001	133000	132864	2	0.0845	0.0526	0.0675	-0.0039
20	133001	134000	133390	2	0.0575	0.0735	0.0649	-0.0053
20	134001	135000	134490	9	0.2351	0.2165	0.2366	0.022
20	135001	136000	135333	5	0.0458	0.0787	0.0621	-0.0045
20	136001	137000	136068	3	0.0389	0.052	0.0462	0.0045
20	137001	138000	137390	4	0.0906	0.0516	0.0744	0.0262
20	139001	140000	139297	1	0.0294	0.0	0.0147	0.0198
20	140001	141000	140476	1	0.0	0.0305	0.0154	-0.0076
20	141001	142000	141770	5	0.1576	0.2357	0.1995	0.0036
20	142001	143000	142039	2	0.0856	0.0596	0.0722	-0.0004
20	143001	144000	143766	10	0.128	0.1331	0.1319	0.0047
20	144001	145000	144360	13	0.1301	0.1446	0.1398	0.0075
20	145001	146000	145351	5	0.1581	0.1909	0.1748	-0.0006
20	146001	147000	146546	4	0.2114	0.3099	0.2679	0.0094
20	147001	148000	147707	3	0.1042	0.1098	0.106	-0.0043
20	148001	149000	148669	7	0.1255	0.1249	0.1304	0.0183
20	149001	150000	149310	4	0.0288	0.0698	0.0499	-0.0
20	150001	151000	150733	7	0.0372	0.0548	0.0459	-0.0035
20	151001	152000	151905	1	0.0	0.0154	0.0077	-0.0104
20	152001	153000	152793	3	0.0291	0.0302	0.0298	0.0016
20	153001	154000	153608	6	0.0652	0.0867	0.0791	0.0158
20	154001	155000	154528	8	0.0455	0.0862	0.0669	0.0023
20	155001	156000	155478	4	0.0882	0.1629	0.1278	0.0037
20	156001	157000	156308	3	0.2065	0.157	0.1889	0.0202
20	157001	158000	157572	6	0.0943	0.0961	0.1006	0.0249
20	158001	159000	158565	6	0.15	0.2146	0.1911	0.018
20	159001	160000	159108	1	0.0856	0.1164	0.1002	-0.0053
20	161001	162000	161723	2	0.0691	0.0453	0.0576	0.006
20	162001	163000	162388	5	0.0982	0.1109	0.1057	0.0042
20	163001	164000	163506	6	0.1114	0.1067	0.1088	-0.0006
20	164001	165000	164922	2	0.0575	0.0373	0.0481	0.0101
20	165001	166000	165574	4	0.06	0.0862	0.0731	-0.0024
20	166001	167000	166297	4	0.0988	0.1343	0.1174	0.0014
20	167001	168000	167509	1	0.0294	0.0154	0.0222	-0.0004
20	168001	169000	168543	10	0.1126	0.1373	0.1276	0.008
20	169001	170000	169305	3	0.0098	0.0353	0.0227	-0.0044
20	170001	171000	170139	3	0.08	0.0827	0.0806	-0.0044
20	171001	172000	171016	1	0.0579	0.1561	0.109	0.002
20	172001	173000	172490	2	0.0	0.0671	0.0346	0.0007
20	173001	174000	173497	8	0.0694	0.095	0.0842	0.0082
20	174001	175000	174427	4	0.0218	0.0518	0.037	-0.0031
20	175001	176000	175695	6	0.0291	0.0868	0.059	0.0012
20	176001	177000	176666	4	0.0074	0.0304	0.019	-0.0039
20	177001	178000	177172	3	0.1462	0.2175	0.1825	-0.001
20	178001	179000	178447	5	0.0059	0.0363	0.0212	-0.0065
20	179001	180000	179515	9	0.0853	0.1192	0.1033	0.0022
20	180001	181000	180412	6	0.0702	0.0401	0.0556	0.0085
20	181001	182000	181457	4	0.0074	0.0445	0.0268	0.0035
20	182001	183000	182892	3	0.0291	0.0579	0.044	0.0003
20	183001	184000	183358	6	0.2035	0.1759	0.1991	0.0235
20	184001	185000	184447	3	0.0	0.0254	0.0128	-0.0071
20	185001	186000	185382	4	0.1719	0.22	0.1963	-0.0008
20	186001	187000	186615	5	0.0886	0.0391	0.0666	0.0277
20	187001	188000	187506	2	0.0516	0.0533	0.0493	-0.0285
20	188001	189000	188582	2	0.2535	0.2253	0.2511	0.0229
20	189001	190000	189366	4	0.1095	0.1364	0.1294	0.0209
20	190001	191000	190553	9	0.2	0.1875	0.2028	0.0213
20	191001	192000	191734	2	0.1765	0.0955	0.1443	0.0342
20	192001	193000	192231	4	0.1552	0.1927	0.1771	0.0066
20	194001	195000	194578	8	0.0107	0.0446	0.0279	-0.0032
20	195001	196000	195588	7	0.0564	0.1034	0.0838	0.0161
20	196001	197000	196831	2	0.0	0.023	0.0115	-0.0085
20	197001	198000	197549	5	0.1523	0.1546	0.1613	0.0224
20	198001	199000	198695	5	0.0232	0.0787	0.0516	-0.0016
20	199001	200000	199315	6	0.3682	0.4029	0.3897	0.0041
20	200001	201000	200726	2	0.1716	0.0503	0.1191	0.0383
20	201001	202000	201522	5	0.2029	0.2001	0.2039	0.0053
20	202001	203000	202670	2	0.0294	0.0	0.0147	0.0
20	203001	204000	203620	5	0.1496	0.1427	0.1519	0.0176
20	204001	205000	204632	1	0.0294	0.0	0.0147	0.0
20	205001	206000	205475	6	0.179	0.2382	0.2112	0.0053
20	206001	207000	206579	6	0.0	0.0365	0.0187	0.0076
20	207001	208000	207352	6	0.1125	0.0904	0.1058	0.0194
20	208001	209000	208492	8	0.1241	0.1001	0.1192	0.0305
20	209001	210000	209340	9	0.0925	0.08	0.0882	0.0114
20	210001	211000	210582	6	0.0376	0.0488	0.0437	0.0031
20	212001	213000	212508	10	0.145	0.1579	0.1557	0.0118
20	213001	214000	213452	6	0.0	0.0439	0.0231	0.0073
20	214001	215000	214561	7	0.1609	0.1447	0.1616	0.0267
20	215001	216000	215662	3	0.203	0.169	0.1961	0.026
20	216001	217000	216557	8	0.2488	0.2137	0.2454	0.0287
20	217001	218000	217418	4	0.1342	0.1196	0.1363	0.0339
20	218001	219000	218489	6	0.0631	0.0516	0.0584	0.01
20	219001	220000	219524	5	0.0	0.0274	0.0138	-0.0067
20	220001	221000	220678	6	0.0471	0.0642	0.0563	0.0031
20	221001	222000	221673	5	0.2622	0.2344	0.2516	0.007
20	222001	223000	222447	11	0.1536	0.1758	0.1669	0.0051
20	223001	224000	223348	5	0.1066	0.1191	0.112	-0.0041
20	224001	225000	224585	5	0.2025	0.1762	0.1999	0.026
20	225001	226000	225309	3	0.3364	0.3459	0.3382	-0.0042
20	226001	227000	226540	10	0.1111	0.1145	0.1159	0.012
20	227001	228000	227367	5	0.1134	0.1113	0.1148	0.0099
20	228001	229000	228179	2	0.0	0.023	0.0115	-0.0085
20	229001	230000	229544	3	0.1046	0.0452	0.0819	0.0519
20	230001	231000	230506	2	0.0	0.0304	0.0154	-0.0063
20	231001	232000	231400	6	0.146	0.1329	0.1389	-0.0012
20	232001	233000	232304	4	0.0145	0.0645	0.0405	0.0026
20	233001	234000	233319	5	0.1291	0.1251	0.1263	-0.0027
20	234001	235000	234662	2	0.0	0.023	0.0115	-0.0085
20	235001	236000	235408	4	0.0872	0.0726	0.0811	0.0081
20	236001	237000	236581	4	0.0147	0.0304	0.0225	-0.0056
20	238001	239000	238513	7	0.0243	0.0339	0.029	-0.0033
20	239001	240000	239386	3	0.1397	0.2022	0.1742	0.0057
20	240001	241000	240455	5	0.2084	0.1836	0.1986	0.0071
20	241001	242000	241800	4	0.0218	0.0623	0.0427	0.0003
20	242001	243000	242279	4	0.0765	0.0377	0.0574	0.0072
20	243001	244000	243279	3	0.1971	0.2168	0.2049	-0.0051
20	244001	245000	244263	6	0.1512	0.1836	0.1686	0.0018
20	245001	246000	245469	3	0.0386	0.1105	0.0756	-0.0003
20	246001	247000	246416	7	0.1812	0.2207	0.203	0.0031
20	247001	248000	247519	3	0.0193	0.0673	0.044	-0.0001
20	248001	249000	248649	8	0.0764	0.0585	0.0698	0.0181
20	249001	250000	249514	4	0.1072	0.1323	0.1219	0.0063
20	250001	251000	250539	8	0.1333	0.0844	0.1112	0.0137
20	251001	252000	251520	4	0.2286	0.2493	0.2505	0.0206
20	252001	253000	252438	3	0.0098	0.0204	0.0152	-0.0021
20	253001	254000	253428	8	0.1347	0.1413	0.1449	0.0217
20	254001	255000	254840	1	0.4442	0.4036	0.4213	-0.0022
20	255001	256000	255720	5	0.0118	0.0123	0.012	0.0006
20	256001	257000	256282	7	0.0781	0.0658	0.0729	0.0069
20	257001	258000	257441	7	0.1125	0.0845	0.1005	0.0117
20	258001	259000	258482	6	0.1892	0.0606	0.134	0.0384
20	259001	260000	259460	12	0.0506	0.0839	0.0677	-0.0005
20	260001	261000	260698	8	0.0418	0.0408	0.0435	0.0242
20	261001	262000	261399	2	0.1859	0.1217	0.1656	0.0388
20	262001	263000	262607	3	0.0625	0.1197	0.0929	0.0044
20	263001	264000	263504	8	0.084	0.0725	0.0816	0.0197
20	264001	265000	264525	6	0.0769	0.1217	0.0996	0.0013
20	265001	266000	265572	7	0.165	0.1909	0.1804	0.006
20	266001	267000	266705	6	0.0689	0.0758	0.0751	0.0167
20	267001	268000	267527	7	0.123	0.1406	0.1319	0.0004
20	268001	269000	268377	5	0.0509	0.1295	0.0932	0.0126
20	269001	270000	269746	2	0.0562	0.1195	0.0885	0.0029
20	270001	271000	270334	3	0.0375	0.1245	0.0901	0.0414
20	271001	272000	271564	9	0.1668	0.2468	0.2225	0.0302
20	272001	273000	272392	15	0.0803	0.1484	0.1191	0.0132
20	273001	274000	273650	6	0.2245	0.1361	0.1924	0.0354
20	274001	275000	274502	7	0.1072	0.2018	0.1705	0.0374
20	275001	276000	275764	5	0.0731	0.0801	0.0771	0.0023
20	276001	277000	276368	5	0.1073	0.0987	0.1024	-0.0023
20	277001	278000	277491	12	0.0633	0.1047	0.0841	-0.0023
20	278001	279000	278322	6	0.2567	0.267	0.2594	-0.0044
20	279001	280000	279431	3	0.1668	0.164	0.1677	0.0064
20	280001	281000	280395	5	0.2302	0.2648	0.2468	-0.0021
20	281001	282000	281442	9	0.0958	0.1181	0.1081	0.0032
20	282001	283000	282524	8	0.1373	0.161	0.1495	-0.0
20	283001	284000	283607	5	0.0725	0.0855	0.0789	-0.0015
20	284001	285000	284612	3	0.0098	0.0303	0.0203	-0.0013
20	285001	286000	285410	5	0.2061	0.1944	0.2009	0.0018
20	286001	287000	286382	3	0.0098	0.0656	0.0408	0.0214
20	287001	288000	287350	2	0.0147	0.0521	0.0336	-0.004
20	288001	289000	288575	6	0.104	0.1413	0.1236	0.0012
20	289001	290000	289709	3	0.0193	0.074	0.0477	0.0016
20	290001	291000	290180	4	0.0	0.0304	0.0154	-0.0063
20	291001	292000	291534	6	0.1823	0.1855	0.1845	0.0013
20	292001	293000	292382	6	0.0473	0.0441	0.0463	0.0058
20	293001	294000	293457	7	0.0769	0.0769	0.0783	0.0081
20	294001	295000	294612	2	0.0147	0.0528	0.0338	-0.0056
20	295001	296000	295268	4	0.2074	0.2182	0.2139	0.002
20	296001	297000	296664	8	0.1856	0.1932	0.188	-0.0037
20	297001	298000	297242	8	0.0037	0.0484	0.0268	0.002
20	298001	299000	298506	12	0.0843	0.087	0.0924	0.0341
20	299001	300000	299474	8	0.0681	0.0694	0.0734	0.0297
20	300001	301000	300759	3	0.267	0.2235	0.25	0.0101
20	301001	302000	301421	8	0.0488	0.0719	0.0601	-0.0038
20	302001	303000	302661	9	0.1155	0.1299	0.1302	0.0258
20	303001	304000	303568	3	0.3196	0.18	0.2816	0.0634
20	304001	305000	304444	2	0.029	0.0943	0.0624	-0.001
20	305001	306000	305382	4	0.106	0.1317	0.1281	0.0315
20	306001	307000	306702	7	0.1232	0.1259	0.1301	0.0195
20	307001	308000	307663	8	0.0848	0.0807	0.0829	0.0011
20	308001	309000	308181	3	0.0	0.0204	0.0103	-0.009
20	309001	310000	309663	8	0.1572	0.113	0.1443	0.0339
20	310001	311000	310396	9	0.1092	0.1058	0.1115	0.0163
20	311001	312000	311248	11	0.0902	0.0714	0.0831	0.0149
20	312001	313000	312344	4	0.0354	0.0305	0.0333	0.0052
20	313001	314000	313524	4	0.2326	0.1916	0.2384	0.0562
20	314001	315000	314518	8	0.111	0.1181	0.1207	0.0232
20	315001	316000	315204	8	0.1423	0.1103	0.1304	0.0169
20	316001	317000	316748	4	0.1418	0.0894	0.1161	0.0056
20	317001	318000	317452	10	0.0888	0.0839	0.0905	0.0222
20	318001	319000	318338	4	0.1456	0.0949	0.1243	0.0191
20	319001	320000	319470	4	0.0074	0.0755	0.0433	0.0077
20	320001	321000	320454	8	0.0813	0.079	0.0827	0.0145
20	321001	322000	321564	11	0.111	0.0869	0.1014	0.0132
20	322001	323000	322535	10	0.0337	0.0487	0.0416	0.0016
20	323001	324000	323812	3	0.0196	0.0102	0.0149	0.0061
20	324001	325000	324411	10	0.0618	0.068	0.0663	0.0091
20	325001	326000	325696	5	0.0277	0.0214	0.0252	0.0155
20	326001	327000	326565	7	0.0857	0.0688	0.0781	0.0067
20	327001	328000	327562	12	0.0717	0.0744	0.0737	0.0033
20	328001	329000	328514	15	0.1016	0.1029	0.1028	0.0022
20	329001	330000	329773	13	0.0196	0.0412	0.0309	0.0023
20	330001	331000	330583	11	0.1345	0.1289	0.1329	0.0044
20	331001	332000	331617	7	0.0885	0.1476	0.1199	0.0035
20	332001	333000	332468	8	0.079	0.106	0.0923	-0.0028
20	333001	334000	333509	9	0.0839	0.0869	0.0855	0.0005
20	334001	335000	334475	7	0.0519	0.0861	0.072	0.0149
20	335001	336000	335373	12	0.099	0.1258	0.1128	0.0003
20	336001	337000	336528	6	0.1389	0.1401	0.142	0.0078
20	337001	338000	337430	5	0.023	0.0559	0.0406	0.0065
20	338001	339000	338453	13	0.1514	0.1149	0.1394	0.0236
20	339001	340000	339743	4	0.1374	0.0823	0.1128	0.0167
20	340001	341000	340462	11	0.0363	0.0763	0.0569	-0.0001
20	341001	342000	341457	8	0.0501	0.0552	0.0542	0.012
20	342001	343000	342512	8	0.1736	0.1739	0.1722	-0.004
20	343001	344000	343505	6	0.2245	0.1914	0.2086	0.0026
20	344001	345000	344516	9	0.1209	0.0951	0.1082	0.0023
20	345001	346000	345485	11	0.1655	0.1336	0.1517	0.0083
20	346001	347000	346559	7	0.0819	0.1123	0.0974	-0.0007
20	347001	348000	347286	7	0.0897	0.1206	0.1047	-0.0037
20	348001	349000	348605	4	0.1541	0.1381	0.1466	0.0024
20	349001	350000	349420	4	0.0976	0.0883	0.0923	-0.0024
20	350001	351000	350660	4	0.0074	0.0191	0.0133	-0.0026
20	351001	352000	351672	8	0.0496	0.056	0.0545	0.0136
20	352001	353000	352348	7	0.0494	0.0438	0.0465	0.0003
20	353001	354000	353427	5	0.0	0.0154	0.0077	-0.0104
20	354001	355000	354333	10	0.084	0.0992	0.0927	0.0044
20	355001	356000	355172	3	0.0642	0.0788	0.0768	0.0301
20	356001	357000	356476	8	0.1166	0.0877	0.1068	0.0229
20	357001	358000	357442	7	0.1583	0.0857	0.125	0.0165
20	358001	359000	358518	4	0.3472	0.24	0.3015	0.0154
20	359001	360000	359297	5	0.0059	0.0328	0.0198	0.0014
20	360001	361000	360436	8	0.1611	0.1208	0.1441	0.0123
20	361001	362000	361513	9	0.0619	0.0522	0.0592	0.0183
20	362001	363000	362597	9	0.2951	0.1117	0.2147	0.0354
20	363001	364000	363598	11	0.2181	0.1125	0.1716	0.0237
20	364001	365000	364490	19	0.1984	0.1264	0.1687	0.0217
20	365001	366000	365577	1	0.507	0.4513	0.4952	0.0161
20	366001	367000	366742	6	0.2221	0.2448	0.2312	-0.005
20	367001	368000	367556	5	0.286	0.2551	0.2746	0.0076
20	368001	369000	368590	16	0.1893	0.1924	0.1916	0.0018
20	369001	370000	369663	9	0.1211	0.1487	0.1359	0.0022
20	370001	371000	370416	6	0.1737	0.17	0.1724	0.0017
20	371001	372000	371381	5	0.1186	0.1381	0.1279	-0.0026
20	372001	373000	372484	9	0.1066	0.0822	0.0956	0.0076
20	373001	374000	373453	6	0.0743	0.07	0.0716	-0.0035
20	374001	375000	374819	4	0.2053	0.1931	0.199	-0.0
20	375001	376000	375501	3	0.0193	0.0689	0.0448	-0.0006
20	376001	377000	376775	8	0.1136	0.1006	0.1068	-0.0004
20	377001	378000	377380	19	0.0588	0.0642	0.0617	0.0011
20	378001	379000	378530	9	0.1414	0.1277	0.1348	0.0016
20	379001	380000	379491	14	0.074	0.0825	0.0782	-0.0014
20	380001	381000	380556	9	0.1265	0.1381	0.1317	-0.0025
20	381001	382000	381510	11	0.1181	0.1502	0.1402	0.0178
20	382001	383000	382569	6	0.1147	0.1214	0.1172	-0.0036
20	383001	384000	383478	12	0.1709	0.1494	0.1618	0.0055
20	384001	385000	384367	4	0.0858	0.0636	0.0758	0.0089
20	385001	386000	385365	9	0.1482	0.1253	0.136	-0.0015
20	386001	387000	386475	9	0.0881	0.0742	0.0815	0.0031
20	387001	388000	387296	8	0.1532	0.1511	0.1516	-0.0015
20	388001	389000	388410	11	0.1404	0.1422	0.1424	0.0033
20	389001	390000	389467	7	0.1239	0.13	0.1297	0.0095
20	390001	391000	390470	10	0.1079	0.1351	0.1233	0.0051
20	391001	392000	391497	7	0.1397	0.1149	0.1273	0.0013
20	392001	393000	392539	12	0.1263	0.1201	0.1238	0.0026
20	393001	394000	393438	6	0.276	0.2191	0.2523	0.0105
20	394001	395000	394527	19	0.1681	0.1485	0.1589	0.0026
20	395001	396000	395519	7	0.1349	0.185	0.1633	0.007
20	396001	397000	396408	2	0.2792	0.2528	0.2633	-0.0039
20	397001	398000	397577	3	0.1415	0.1742	0.1571	-0.0034
20	398001	399000	398529	15	0.0868	0.0868	0.0866	-0.0014
20	399001	400000	399557	10	0.11	0.0957	0.1045	0.0083
20	400001	401000	400578	7	0.1651	0.1311	0.148	0.0014
20	401001	402000	401668	8	0.1986	0.2095	0.2027	-0.0034
20	402001	403000	402470	10	0.0648	0.083	0.0737	-0.0028
20	403001	404000	403428	10	0.1408	0.1516	0.1472	0.0027
20	404001	405000	404454	9	0.0894	0.1061	0.0971	-0.0041
20	405001	406000	405282	9	0.1539	0.1171	0.1367	0.0063
20	406001	407000	406494	3	0.1832	0.1133	0.1501	0.0094
20	407001	408000	407273	9	0.0893	0.1093	0.1004	0.0034
20	408001	409000	408568	5	0.0059	0.0333	0.0199	-0.0028
20	409001	410000	409590	9	0.0607	0.063	0.0624	0.0037
20	410001	411000	410358	7	0.1353	0.2031	0.1724	0.0054
20	411001	412000	411418	7	0.2256	0.2528	0.2426	0.0055
20	412001	413000	412600	17	0.1019	0.1237	0.1136	0.0019
20	413001	414000	413405	23	0.1318	0.1508	0.141	-0.0017
20	414001	415000	414669	11	0.0723	0.1187	0.0991	0.0125
20	415001	416000	415478	5	0.206	0.1921	0.2	0.0027
20	416001	417000	416694	6	0.14	0.1611	0.15	-0.0026
20	417001	418000	417478	5	0.1204	0.1662	0.1448	0.0025
20	418001	419000	418539	7	0.1662	0.1575	0.164	0.0062
20	419001	420000	419512	10	0.0696	0.135	0.1046	0.0052
20	420001	421000	420557	14	0.0753	0.1471	0.1144	0.0078
20	421001	422000	421515	16	0.1424	0.1454	0.1452	0.004
20	422001	423000	422473	7	0.2009	0.2625	0.2367	0.0076
20	423001	424000	423394	9	0.013	0.0319	0.0225	-0.0041
20	424001	425000	424428	14	0.1018	0.1161	0.1099	0.0031
20	425001	426000	425443	9	0.1547	0.1954	0.1794	0.0092
20	426001	427000	426383	21	0.087	0.1095	0.0993	0.0031
20	427001	428000	427535	15	0.1252	0.1507	0.1386	0.001
20	428001	429000	428278	5	0.0116	0.0767	0.047	0.0151
20	429001	430000	429459	12	0.069	0.0858	0.078	0.0015
20	430001	431000	430429	17	0.1975	0.2174	0.2093	0.0033
20	431001	432000	431647	7	0.0411	0.0485	0.045	0.0017
20	432001	433000	432632	11	0.0259	0.0289	0.0277	0.0042
20	433001	434000	433432	13	0.0571	0.0818	0.0703	0.0031
20	434001	435000	434493	15	0.0329	0.0516	0.0428	0.0029
20	435001	436000	435544	12	0.0993	0.1298	0.1141	-0.0033
20	436001	437000	436469	8	0.1616	0.1885	0.1757	0.0004
20	437001	438000	437595	13	0.0648	0.1279	0.0977	0.002
20	438001	439000	438345	6	0.0	0.0423	0.0218	0.0003
20	439001	440000	439513	15	0.1469	0.1593	0.1525	-0.0023
20	440001	441000	440655	11	0.0777	0.1059	0.0913	-0.0046
20	441001	442000	441663	11	0.0786	0.092	0.0846	-0.0049
